sample_id,cluster_group,sample_type,latitude,longitude,slope,elevation,aspect_sin,aspect_cos,clay_percent,sand_percent,silt_percent,bulk_density,rain_day_minus_1_mm,rain_3d_sum_mm,rain_7d_api_mm,pore_pressure_index,target
93_monsoon_stable,93,normal_monsoon_stable_slope,26.731493442861204,88.40422082643755,52.0,1957.0,0.3256,-0.9455,33.8,26.5,39.7,1.2,16.33,35.14,48.23,8.4622,0
93_dry,93,dry_season_steep_slope,26.7324,88.4089,52.0,1957.0,0.3256,-0.9455,33.8,26.5,39.7,1.2,0.25,3.36,9.26,1.6241,0
93_flat,93,monsoon_flat_floodplain,27.4728,94.912,1.9,108.0,0.7471,0.3825,23.5,45.0,31.5,1.32,15.87,57.03,176.85,0.7199,0
93_permeable,93,permeable_slope,26.723715379088613,88.38843669853203,16.91,652.6,0.3256,-0.9455,17.1,54.6,28.3,1.32,10.64,33.67,129.32,3.1513,0
94_pos,94,real_landslide_event,26.8096,88.526,44.32,1822.3,0.2419,0.9703,33.1,28.0,38.9,1.2,63.4,104.3,252.33,37.991,1
94_monsoon_stable,94,normal_monsoon_stable_slope,26.803699594967526,88.5239193268712,44.32,1822.3,0.2419,0.9703,33.1,28.0,38.9,1.2,24.78,52.08,62.67,9.4361,0
94_dry,94,dry_season_steep_slope,26.8096,88.526,44.32,1822.3,0.2419,0.9703,33.1,28.0,38.9,1.2,1.32,3.9,4.02,0.6056,0
94_flat,94,monsoon_flat_floodplain,24.8333,92.7789,1.2,25.0,0.9331,-0.1791,24.0,42.0,34.0,1.4,76.04,102.09,265.88,0.6722,0
94_permeable,94,permeable_slope,26.807011016578628,88.50667124224545,13.41,711.3,0.2419,0.9703,13.39,52.73,33.87,1.32,44.38,78.22,181.68,2.7996,0
126_pos,126,real_landslide_event,27.1499,88.38,51.39,1421.0,-0.9744,-0.225,31.1,32.5,36.4,1.2,17.3,43.3,193.54,29.581,1
126_monsoon_stable,126,normal_monsoon_stable_slope,27.159341680874455,88.38962518324098,51.39,1421.0,-0.9744,-0.225,31.1,32.5,36.4,1.2,22.06,54.94,58.97,9.0125,0
126_dry,126,dry_season_steep_slope,27.1499,88.38,51.39,1421.0,-0.9744,-0.225,31.1,32.5,36.4,1.2,1.38,5.48,9.7,1.4823,0
126_flat,126,monsoon_flat_floodplain,26.3212,91.0065,1.5,42.0,-0.6323,0.7745,20.5,50.0,29.5,1.36,15.95,51.24,215.8,0.5677,0
126_permeable,126,permeable_slope,27.16675274088349,88.37625455119297,20.35,431.3,-0.9744,-0.225,15.19,63.17,21.65,1.32,12.11,32.47,139.35,3.4161,0
130_pos,130,real_landslide_event,26.1699,91.7986,27.5,559.6,-0.9373,0.3486,30.5,33.8,35.7,1.2,12.5,38.7,113.1,9.9205,1
130_monsoon_stable,130,normal_monsoon_stable_slope,26.186107236757113,91.81581516946808,27.5,559.6,-0.9373,0.3486,30.5,33.8,35.7,1.2,12.71,39.56,47.88,4.2,0
130_dry,130,dry_season_steep_slope,26.1699,91.7986,27.5,559.6,-0.9373,0.3486,30.5,33.8,35.7,1.2,2.67,4.72,8.02,0.7038,0
130_flat,130,monsoon_flat_floodplain,26.0207,89.9744,1.6,38.0,0.8496,0.8436,22.5,47.0,30.5,1.37,12.16,49.36,139.83,0.4362,0
130_permeable,130,permeable_slope,26.18199549509702,91.81710137618815,22.84,486.9,-0.9373,0.3486,12.93,55.49,31.58,1.32,8.75,29.03,81.43,1.9912,0
133_pos,133,real_landslide_event,23.9304,88.2374,48.07,2408.2,-0.153,0.9882,36.0,21.4,42.6,1.2,35.9,63.3,100.64,18.5027,1
133_monsoon_stable,133,normal_monsoon_stable_slope,23.932278826855683,88.25505956761288,48.07,2408.2,-0.153,0.9882,36.0,21.4,42.6,1.2,13.59,25.51,37.26,6.8507,0
133_dry,133,dry_season_steep_slope,23.9304,88.2374,48.07,2408.2,-0.153,0.9882,36.0,21.4,42.6,1.2,2.3,3.3,3.75,0.6902,0
133_flat,133,monsoon_flat_floodplain,26.5413,88.7196,2.1,75.0,-0.9894,-0.7916,23.0,46.0,31.0,1.34,41.01,80.72,102.09,0.4398,0
133_permeable,133,permeable_slope,23.9370334663886,88.26222024885132,12.2,319.0,-0.153,0.9882,16.41,56.25,27.34,1.32,25.13,47.47,72.46,1.2182,0
141_pos,141,real_landslide_event,25.38,91.88,45.14,805.2,-0.9409,0.3387,34.4,30.1,35.5,1.2,72.1,203.5,312.57,48.8199,1
141_monsoon_stable,141,normal_monsoon_stable_slope,25.36931051831584,91.88841201053137,45.14,805.2,-0.9409,0.3387,34.4,30.1,35.5,1.2,9.76,43.81,52.86,8.2553,0
141_dry,141,dry_season_steep_slope,25.38,91.88,45.14,805.2,-0.9409,0.3387,34.4,30.1,35.5,1.2,1.34,2.65,7.43,1.1601,0
141_flat,141,monsoon_flat_floodplain,26.1445,91.7362,1.8,55.0,0.7552,-0.9671,22.0,48.0,30.0,1.35,70.36,232.46,316.87,1.0959,0
141_permeable,141,permeable_slope,25.37676749190823,91.85051373942021,23.98,467.3,-0.9409,0.3387,16.11,62.76,21.13,1.32,50.47,152.62,225.05,6.8576,0
142_pos,142,real_landslide_event,25.5212,90.232,45.89,1428.9,0.7638,-0.6455,38.9,19.9,41.2,1.2,59.4,173.5,203.67,39.5366,1
142_monsoon_stable,142,normal_monsoon_stable_slope,25.539203857290676,90.22222863893163,45.89,1428.9,0.7638,-0.6455,38.9,19.9,41.2,1.2,8.19,38.28,46.78,9.081,0
142_dry,142,dry_season_steep_slope,25.5212,90.232,45.89,1428.9,0.7638,-0.6455,38.9,19.9,41.2,1.2,0.54,1.78,2.77,0.537,0
142_flat,142,monsoon_flat_floodplain,26.7509,92.7926,1.4,48.0,0.9998,-0.9813,21.0,52.0,27.0,1.38,68.24,207.58,245.49,0.6005,0
142_permeable,142,permeable_slope,25.51746097311017,90.26318907353975,22.26,431.3,0.7638,-0.6455,10.19,67.7,22.11,1.32,41.58,130.12,146.64,2.5582,0
147_pos,147,real_landslide_event,22.533,92.899,46.07,1482.5,0.7997,-0.6004,34.3,25.5,40.3,1.2,0.8,4.3,35.57,5.8341,1
147_monsoon_stable,147,normal_monsoon_stable_slope,22.52557206396717,92.89044180104696,46.07,1482.5,0.7997,-0.6004,34.3,25.5,40.3,1.2,16.2,47.13,56.99,9.3481,0
147_dry,147,dry_season_steep_slope,22.533,92.899,46.07,1482.5,0.7997,-0.6004,34.3,25.5,40.3,1.2,1.89,2.01,3.29,0.539,0
147_flat,147,monsoon_flat_floodplain,27.4728,94.912,1.9,108.0,0.9994,-0.868,23.5,45.0,31.5,1.32,0.91,4.01,35.03,0.1426,0
147_permeable,147,permeable_slope,22.564556807194663,92.8767933190832,12.52,554.6,0.7997,-0.6004,14.73,58.2,27.07,1.32,0.56,3.23,25.61,0.3915,0
148_pos,148,real_landslide_event,22.479,92.967,40.9,1913.9,0.512,0.859,37.6,18.9,43.6,1.2,0.8,4.3,35.57,6.137,1
148_monsoon_stable,148,normal_monsoon_stable_slope,22.46068288724281,92.96000437987752,40.9,1913.9,0.512,0.859,37.6,18.9,43.6,1.2,21.86,36.93,44.59,7.6936,0
148_dry,148,dry_season_steep_slope,22.479,92.967,40.9,1913.9,0.512,0.859,37.6,18.9,43.6,1.2,0.81,4.24,5.38,0.9289,0
148_flat,148,monsoon_flat_floodplain,24.8333,92.7789,1.2,25.0,-0.5371,0.7717,24.0,42.0,34.0,1.4,0.73,5.04,38.12,0.0964,0
148_permeable,148,permeable_slope,22.505151397438894,92.9284421720917,20.91,676.4,0.512,0.859,14.89,56.62,28.49,1.32,0.56,3.23,25.61,0.6584,0
151_pos,151,real_landslide_event,26.8905,88.2789,36.76,1890.8,0.3502,-0.9367,33.5,27.2,39.3,1.2,19.0,44.8,203.96,26.7895,1
151_monsoon_stable,151,normal_monsoon_stable_slope,26.910372658055543,88.28387514373325,36.76,1890.8,0.3502,-0.9367,33.5,27.2,39.3,1.2,10.06,34.07,46.96,6.1681,0
151_dry,151,dry_season_steep_slope,26.8905,88.2789,36.76,1890.8,0.3502,-0.9367,33.5,27.2,39.3,1.2,2.28,5.2,9.28,1.2183,0
151_flat,151,monsoon_flat_floodplain,26.3212,91.0065,1.5,42.0,0.7154,0.3116,20.5,50.0,29.5,1.36,20.3,50.54,188.15,0.4949,0
151_permeable,151,permeable_slope,26.870251833413125,88.25725323463234,16.97,296.8,0.3502,-0.9367,16.09,58.92,24.99,1.32,13.3,33.6,146.85,3.2885,0
210_pos,210,real_landslide_event,27.0713,88.4308,46.71,1351.9,0.9311,-0.3649,30.8,33.3,35.9,1.2,13.1,64.3,67.49,9.4587,1
210_monsoon_stable,210,normal_monsoon_stable_slope,27.08739018521336,88.43565008991946,46.71,1351.9,0.9311,-0.3649,30.8,33.3,35.9,1.2,17.14,33.24,47.43,6.6478,0
210_dry,210,dry_season_steep_slope,27.0713,88.4308,46.71,1351.9,0.9311,-0.3649,30.8,33.3,35.9,1.2,2.05,3.07,8.7,1.2191,0
210_flat,210,monsoon_flat_floodplain,26.0207,89.9744,1.6,38.0,0.9712,0.0918,22.5,47.0,30.5,1.37,14.35,68.49,79.23,0.2472,0
210_permeable,210,permeable_slope,27.06604721766936,88.4338359229968,16.72,695.6,0.9311,-0.3649,17.26,67.03,15.71,1.32,9.17,48.22,48.59,1.0943,0
211_pos,211,real_landslide_event,24.9667,93.55,37.84,2076.4,-0.0122,0.9999,38.8,16.4,44.8,1.2,68.7,96.5,103.67,17.6657,1
211_monsoon_stable,211,normal_monsoon_stable_slope,24.962081322973443,93.53491985312866,37.84,2076.4,-0.0122,0.9999,38.8,16.4,44.8,1.2,22.95,40.97,53.94,9.1919,0
211_dry,211,dry_season_steep_slope,24.9667,93.55,37.84,2076.4,-0.0122,0.9999,38.8,16.4,44.8,1.2,0.19,3.47,4.27,0.7285,0
211_flat,211,monsoon_flat_floodplain,26.5413,88.7196,2.1,75.0,-0.915,0.8114,23.0,46.0,31.0,1.34,71.21,88.13,122.9,0.5295,0
211_permeable,211,permeable_slope,24.961088352893718,93.55529612144817,14.93,609.6,-0.0122,0.9999,11.09,65.09,23.82,1.32,48.09,72.38,74.64,0.9787,0
212_pos,212,real_landslide_event,25.5576,91.8506,30.74,1337.5,-0.3289,-0.9444,38.3,21.4,40.3,1.2,10.0,23.6,48.63,6.5349,1
212_monsoon_stable,212,normal_monsoon_stable_slope,25.561865194122127,91.86202918520442,30.74,1337.5,-0.3289,-0.9444,38.3,21.4,40.3,1.2,21.39,39.08,53.76,7.2237,0
212_dry,212,dry_season_steep_slope,25.5576,91.8506,30.74,1337.5,-0.3289,-0.9444,38.3,21.4,40.3,1.2,1.68,2.01,5.05,0.6791,0
212_flat,212,monsoon_flat_floodplain,26.1445,91.7362,1.8,55.0,0.919,0.9917,22.0,48.0,30.0,1.35,11.13,29.15,57.98,0.2005,0
212_permeable,212,permeable_slope,25.59469741827171,91.83305635395993,25.31,576.0,-0.3289,-0.9444,12.06,59.59,28.35,1.32,7.0,17.7,35.01,0.857,0
213_pos,213,real_landslide_event,25.2946,92.8339,41.46,1022.4,-0.7478,0.6639,37.9,20.6,41.6,1.2,77.9,136.9,146.25,25.3585,1
213_monsoon_stable,213,normal_monsoon_stable_slope,25.28592934516732,92.83576936310966,41.46,1022.4,-0.7478,0.6639,37.9,20.6,41.6,1.2,15.22,40.27,46.63,8.0848,0
213_dry,213,dry_season_steep_slope,25.2946,92.8339,41.46,1022.4,-0.7478,0.6639,37.9,20.6,41.6,1.2,1.16,2.96,3.45,0.599,0
213_flat,213,monsoon_flat_floodplain,26.7509,92.7926,1.4,48.0,-0.564,-0.8999,21.0,52.0,27.0,1.38,66.84,162.95,158.64,0.388,0
213_permeable,213,permeable_slope,25.323021532893534,92.84954686187918,25.06,579.5,-0.7478,0.6639,10.55,50.99,38.47,1.32,54.53,102.68,105.3,2.3602,0
215_pos,215,real_landslide_event,25.7428,93.9136,31.74,949.5,-0.309,0.9511,34.0,26.0,40.0,1.2,15.0,117.1,124.53,14.7315,1
215_monsoon_stable,215,normal_monsoon_stable_slope,25.75610691563424,93.89947028249203,31.74,949.5,-0.309,0.9511,34.0,26.0,40.0,1.2,23.57,44.79,58.97,6.9761,0
215_dry,215,dry_season_steep_slope,25.7428,93.9136,31.74,949.5,-0.309,0.9511,34.0,26.0,40.0,1.2,1.43,2.82,4.45,0.5261,0
215_flat,215,monsoon_flat_floodplain,27.4728,94.912,1.9,108.0,0.9405,-0.9994,23.5,45.0,31.5,1.32,14.51,106.45,139.55,0.5681,0
215_permeable,215,permeable_slope,25.713235801038895,93.94742931151495,23.68,641.8,-0.309,0.9511,17.2,52.54,30.26,1.32,10.5,87.82,89.66,3.0757,0
218_pos,218,real_landslide_event,27.0096,88.2548,34.75,2141.1,0.3616,0.9323,34.7,24.4,40.9,1.2,16.1,44.4,90.37,11.9736,1
218_monsoon_stable,218,normal_monsoon_stable_slope,27.000208584517452,88.25964696893763,34.75,2141.1,0.3616,0.9323,34.7,24.4,40.9,1.2,14.55,48.61,53.95,7.1477,0
218_dry,218,dry_season_steep_slope,27.0096,88.2548,34.75,2141.1,0.3616,0.9323,34.7,24.4,40.9,1.2,2.13,5.48,10.97,1.4536,0
218_flat,218,monsoon_flat_floodplain,24.8333,92.7789,1.2,25.0,-0.7053,0.8193,24.0,42.0,34.0,1.4,17.77,48.38,95.81,0.2422,0
218_permeable,218,permeable_slope,26.992586347374623,88.28899173121528,20.47,681.5,0.3616,0.9323,11.15,58.27,30.58,1.32,11.27,33.3,65.07,1.214,0
220_pos,220,real_landslide_event,25.1333,93.9667,31.17,1699.2,-0.8738,-0.4863,35.9,22.2,41.9,1.2,7.5,30.1,88.6,11.2266,1
220_monsoon_stable,220,normal_monsoon_stable_slope,25.123148085008893,93.95374143628979,31.17,1699.2,-0.8738,-0.4863,35.9,22.2,41.9,1.2,8.66,25.95,33.13,4.1977,0
220_dry,220,dry_season_steep_slope,25.1333,93.9667,31.17,1699.2,-0.8738,-0.4863,35.9,22.2,41.9,1.2,1.81,4.92,8.9,1.1278,0
220_flat,220,monsoon_flat_floodplain,26.3212,91.0065,1.5,42.0,0.3877,0.9864,20.5,50.0,29.5,1.36,9.16,38.6,81.26,0.2138,0
220_permeable,220,permeable_slope,25.09732645811471,94.00459179595074,13.59,389.4,-0.8738,-0.4863,13.49,59.39,27.12,1.32,5.25,22.58,63.79,0.9612,0
221_pos,221,real_landslide_event,22.6461,88.3403,51.94,1206.4,0.5864,-0.81,30.0,34.9,35.0,1.2,6.8,12.2,33.8,4.9319,1
221_monsoon_stable,221,normal_monsoon_stable_slope,22.639241570915697,88.35142048054038,51.94,1206.4,0.5864,-0.81,30.0,34.9,35.0,1.2,10.33,38.17,49.15,7.1718,0
221_dry,221,dry_season_steep_slope,22.6461,88.3403,51.94,1206.4,0.5864,-0.81,30.0,34.9,35.0,1.2,0.08,3.69,7.35,1.0731,0
221_flat,221,monsoon_flat_floodplain,26.0207,89.9744,1.6,38.0,0.022,0.6395,22.5,47.0,30.5,1.37,8.27,15.19,30.9,0.0964,0
221_permeable,221,permeable_slope,22.677549644983635,88.3520970120398,21.54,484.7,0.5864,-0.81,16.22,55.89,27.89,1.32,4.76,9.15,24.34,0.7045,0
231_pos,231,real_landslide_event,27.06826195,88.28121204,51.76,1203.3,-0.9516,-0.3074,30.0,35.0,35.0,1.2,109.7,172.5,205.78,29.9303,1
231_monsoon_stable,231,normal_monsoon_stable_slope,27.055153172579008,88.29060633194572,51.76,1203.3,-0.9516,-0.3074,30.0,35.0,35.0,1.2,23.11,45.25,53.78,7.8218,0
231_dry,231,dry_season_steep_slope,27.06826195,88.28121204,51.76,1203.3,-0.9516,-0.3074,30.0,35.0,35.0,1.2,0.41,2.0,5.31,0.7725,0
231_flat,231,monsoon_flat_floodplain,26.5413,88.7196,2.1,75.0,-0.7996,-0.9122,23.0,46.0,31.0,1.34,129.44,213.96,198.81,0.8565,0
231_permeable,231,permeable_slope,27.102384567676424,88.26639721489732,16.74,403.6,-0.9516,-0.3074,13.26,66.74,20.0,1.32,76.79,129.38,148.16,2.5714,0
241_pos,241,real_landslide_event,27.201,88.4883,41.03,1716.2,-0.8695,0.4939,32.6,29.2,38.2,1.2,121.0,246.8,298.57,41.2117,1
241_monsoon_stable,241,normal_monsoon_stable_slope,27.199887149161015,88.49322987355731,41.03,1716.2,-0.8695,0.4939,32.6,29.2,38.2,1.2,17.45,34.61,42.36,5.8475,0
241_dry,241,dry_season_steep_slope,27.201,88.4883,41.03,1716.2,-0.8695,0.4939,32.6,29.2,38.2,1.2,1.53,3.79,6.53,0.901,0
241_flat,241,monsoon_flat_floodplain,26.1445,91.7362,1.8,55.0,-0.9011,0.3232,22.0,48.0,30.0,1.35,103.24,232.91,312.89,1.0822,0
241_permeable,241,permeable_slope,27.201105845514167,88.45487530062992,12.31,736.2,-0.8695,0.4939,11.98,67.85,20.17,1.32,84.7,185.1,214.97,2.4776,0
242_pos,242,real_landslide_event,26.8833,88.2833,38.07,2199.2,0.9969,-0.0785,35.0,23.8,41.2,1.2,200.5,391.4,423.15,61.4724,1
242_monsoon_stable,242,normal_monsoon_stable_slope,26.89482154182592,88.29695236072149,38.07,2199.2,0.9969,-0.0785,35.0,23.8,41.2,1.2,25.46,43.07,49.34,7.1682,0
242_dry,242,dry_season_steep_slope,26.8833,88.2833,38.07,2199.2,0.9969,-0.0785,35.0,23.8,41.2,1.2,2.21,5.94,8.72,1.2673,0
242_flat,242,monsoon_flat_floodplain,26.7509,92.7926,1.4,48.0,-0.8923,0.7528,21.0,52.0,27.0,1.38,178.55,451.71,481.13,1.1768,0
242_permeable,242,permeable_slope,26.876195595446735,88.2695540153695,15.75,288.2,0.9969,-0.0785,16.96,55.23,27.82,1.32,140.35,293.55,304.67,6.8438,0
247_pos,247,real_landslide_event,25.0604,93.9877,47.46,1657.8,-0.4035,-0.915,35.6,22.8,41.6,1.2,21.5,83.1,128.48,22.8703,1
247_monsoon_stable,247,normal_monsoon_stable_slope,25.047145449693584,93.99896618330536,47.46,1657.8,-0.4035,-0.915,35.6,22.8,41.6,1.2,25.49,44.37,55.02,9.7937,0
247_dry,247,dry_season_steep_slope,25.0604,93.9877,47.46,1657.8,-0.4035,-0.915,35.6,22.8,41.6,1.2,0.83,1.46,7.06,1.2571,0
247_flat,247,monsoon_flat_floodplain,27.4728,94.912,1.9,108.0,0.4602,-0.9626,23.5,45.0,31.5,1.32,20.1,106.33,156.38,0.6366,0
247_permeable,247,permeable_slope,25.046456831581114,93.94893991923732,20.37,598.4,-0.4035,-0.915,12.31,64.65,23.04,1.32,15.05,62.32,92.51,1.8244,0
251_pos,251,real_landslide_event,27.1667,88.35,43.93,1537.1,-0.6896,-0.7242,31.7,31.2,37.1,1.2,25.2,319.6,432.29,60.3865,1
251_monsoon_stable,251,normal_monsoon_stable_slope,27.14714892513236,88.34066051180308,43.93,1537.1,-0.6896,-0.7242,31.7,31.2,37.1,1.2,18.03,40.49,47.46,6.6299,0
251_dry,251,dry_season_steep_slope,27.1667,88.35,43.93,1537.1,-0.6896,-0.7242,31.7,31.2,37.1,1.2,1.63,3.78,7.15,0.9985,0
251_flat,251,monsoon_flat_floodplain,24.8333,92.7789,1.2,25.0,0.4663,-0.941,24.0,42.0,34.0,1.4,31.04,337.52,534.23,1.3507,0
251_permeable,251,permeable_slope,27.192692115640497,88.31836727502399,21.91,346.5,-0.6896,-0.7242,13.81,65.23,20.96,1.32,17.64,239.7,311.25,7.3541,0
252_pos,252,real_landslide_event,25.4993,94.1192,37.52,858.1,0.9979,0.0645,33.2,27.8,39.0,1.2,26.6,93.7,158.0,20.8319,1
252_monsoon_stable,252,normal_monsoon_stable_slope,25.498510845640908,94.12946202561793,37.52,858.1,0.9979,0.0645,33.2,27.8,39.0,1.2,17.82,35.95,42.86,5.6507,0
252_dry,252,dry_season_steep_slope,25.4993,94.1192,37.52,858.1,0.9979,0.0645,33.2,27.8,39.0,1.2,1.44,1.69,7.48,0.9857,0
252_flat,252,monsoon_flat_floodplain,26.3212,91.0065,1.5,42.0,-0.9994,-0.8897,20.5,50.0,29.5,1.36,29.35,86.06,152.9,0.4022,0
252_permeable,252,permeable_slope,25.48365328842735,94.14071148471311,20.01,700.9,0.9979,0.0645,10.37,67.44,22.19,1.32,18.62,70.28,113.76,1.8268,0
255_pos,255,real_landslide_event,24.2451,94.0691,45.97,825.0,0.0122,0.9999,29.2,35.6,35.2,1.2,4.1,10.2,76.56,9.8771,1
255_monsoon_stable,255,normal_monsoon_stable_slope,24.249181918661026,94.06016138036881,45.97,825.0,0.0122,0.9999,29.2,35.6,35.2,1.2,15.46,26.34,35.97,4.6407,0
255_dry,255,dry_season_steep_slope,24.2451,94.0691,45.97,825.0,0.0122,0.9999,29.2,35.6,35.2,1.2,0.5,4.64,5.45,0.7031,0
255_flat,255,monsoon_flat_floodplain,26.0207,89.9744,1.6,38.0,-0.8177,0.6473,22.5,47.0,30.5,1.37,4.71,11.38,90.74,0.2831,0
255_permeable,255,permeable_slope,24.218873108240302,94.09183492937728,12.03,470.1,0.0122,0.9999,17.62,52.7,29.68,1.32,2.87,7.65,55.12,1.0046,0
256_pos,256,real_landslide_event,27.3425,88.6236,43.22,1504.3,0.1184,0.993,31.5,31.6,36.9,1.2,26.5,165.1,322.22,44.0136,1
256_monsoon_stable,256,normal_monsoon_stable_slope,27.340763896395973,88.60455563965496,43.22,1504.3,0.1184,0.993,31.5,31.6,36.9,1.2,20.58,33.45,46.7,6.3796,0
256_dry,256,dry_season_steep_slope,27.3425,88.6236,43.22,1504.3,0.1184,0.993,31.5,31.6,36.9,1.2,2.99,6.65,9.77,1.335,0
256_flat,256,monsoon_flat_floodplain,26.5413,88.7196,2.1,75.0,0.4188,0.7788,23.0,46.0,31.0,1.34,25.32,193.35,357.61,1.5406,0
256_permeable,256,permeable_slope,27.332149636351502,88.62764289451076,20.0,519.7,0.1184,0.993,11.66,63.4,24.94,1.32,18.55,123.82,232.0,4.2904,0
258_pos,258,real_landslide_event,24.4279,94.0564,40.47,1684.6,-0.1994,0.9799,35.8,22.4,41.8,1.2,5.0,9.9,83.62,13.2283,1
258_monsoon_stable,258,normal_monsoon_stable_slope,24.428698822400126,94.04698705271902,40.47,1684.6,-0.1994,0.9799,35.8,22.4,41.8,1.2,18.42,45.09,54.18,8.571,0
258_dry,258,dry_season_steep_slope,24.4279,94.0564,40.47,1684.6,-0.1994,0.9799,35.8,22.4,41.8,1.2,2.9,6.73,12.59,1.991,0
258_flat,258,monsoon_flat_floodplain,26.1445,91.7362,1.8,55.0,-0.2701,-0.5594,22.0,48.0,30.0,1.35,5.69,11.46,81.02,0.2802,0
258_permeable,258,permeable_slope,24.39300438378308,94.09343293819231,17.83,470.1,-0.1994,0.9799,11.69,55.41,32.9,1.32,3.5,7.43,60.21,1.0504,0
259_pos,259,real_landslide_event,25.52,91.27,44.58,975.8,0.1288,0.9917,35.6,27.3,37.1,1.2,7.9,52.0,271.24,44.368,1
259_monsoon_stable,259,normal_monsoon_stable_slope,25.517929915564178,91.28602624554438,44.58,975.8,0.1288,0.9917,35.6,27.3,37.1,1.2,16.09,29.9,38.66,6.324,0
259_dry,259,dry_season_steep_slope,25.52,91.27,44.58,975.8,0.1288,0.9917,35.6,27.3,37.1,1.2,2.91,5.12,8.5,1.3902,0
259_flat,259,monsoon_flat_floodplain,26.7509,92.7926,1.4,48.0,-0.7345,-0.8832,21.0,52.0,27.0,1.38,8.52,55.15,335.47,0.8206,0
259_permeable,259,permeable_slope,25.511633451383975,91.30689604576308,17.3,543.1,0.1288,0.9917,17.24,57.34,25.42,1.32,5.53,39.0,195.29,4.8186,0
260_pos,260,real_landslide_event,27.2084,88.4909,48.61,1489.9,-0.1132,-0.9936,31.4,31.7,36.8,1.2,7.7,70.5,290.07,43.2366,1
260_monsoon_stable,260,normal_monsoon_stable_slope,27.211577057515083,88.4905063101014,48.61,1489.9,-0.1132,-0.9936,31.4,31.7,36.8,1.2,22.87,49.0,54.93,8.1883,0
260_dry,260,dry_season_steep_slope,27.2084,88.4909,48.61,1489.9,-0.1132,-0.9936,31.4,31.7,36.8,1.2,1.19,4.69,6.48,0.9658,0
260_flat,260,monsoon_flat_floodplain,27.4728,94.912,1.9,108.0,-0.6063,-0.5473,23.5,45.0,31.5,1.32,8.23,64.3,270.45,1.1009,0
260_permeable,260,permeable_slope,27.197108387760142,88.51186883915196,14.61,503.3,-0.1132,-0.9936,14.25,52.59,33.16,1.32,5.39,52.88,208.85,3.7282,0
264_pos,264,real_landslide_event,26.1833,91.8,35.11,867.8,0.9983,0.0576,33.3,27.6,39.1,1.2,6.7,11.9,132.28,16.5452,1
264_monsoon_stable,264,normal_monsoon_stable_slope,26.177186536525024,91.7842795275578,35.11,867.8,0.9983,0.0576,33.3,27.6,39.1,1.2,24.92,59.88,63.23,7.9093,0
264_dry,264,dry_season_steep_slope,26.1833,91.8,35.11,867.8,0.9983,0.0576,33.3,27.6,39.1,1.2,2.93,7.58,9.45,1.1818,0
264_flat,264,monsoon_flat_floodplain,24.8333,92.7789,1.2,25.0,0.9803,0.9986,24.0,42.0,34.0,1.4,7.96,10.91,123.09,0.3112,0
264_permeable,264,permeable_slope,26.149651654055397,91.83773423270655,22.06,560.7,0.9983,0.0576,10.18,67.12,22.7,1.32,4.69,8.93,95.24,1.6512,0
269_pos,269,real_landslide_event,27.2872,88.2816,51.61,2279.6,-0.7396,0.673,35.4,22.9,41.7,1.2,3.0,19.1,36.91,6.9447,1
