latitude,longitude,elevation,slope,clay_percentage,aspect,aspect_sin,aspect_cos,clay_percent,sand_percent,silt_percent,bulk_density,shear_stress_factor
25.0,92.61,40.0,4.03,28.0,13.3,0.2296,0.9733,25.1,35.1,39.8,1.258,0.0559
25.0,92.615,97.0,6.87,28.0,63.5,0.8953,0.4454,23.3,33.9,42.8,1.258,0.0951
25.0,92.62,94.0,6.04,28.0,75.3,0.9674,0.2533,24.3,34.8,40.9,1.259,0.0836
25.0,92.625,124.0,8.25,28.0,359.3,-0.0124,0.9999,28.1,36.4,35.5,1.258,0.1141
25.0,92.63,240.0,12.87,28.0,343.1,-0.2911,0.9567,26.6,35.8,37.6,1.259,0.1769
25.0,92.635,344.0,12.31,28.0,348.1,-0.2058,0.9786,28.5,34.9,36.6,1.264,0.1687
25.0,92.64,455.0,8.8,28.0,45.1,0.7082,0.706,27.3,31.8,40.9,1.271,0.1204
25.0,92.645,454.0,14.57,28.0,150.6,0.4908,-0.8713,27.6,35.8,36.6,1.266,0.1987
25.0,92.65,227.0,17.01,28.0,180.7,-0.0117,-0.9999,27.3,37.8,35.0,1.255,0.2331
25.0,92.655,146.0,8.09,28.0,163.1,0.2906,-0.9568,30.2,35.6,34.2,1.259,0.1118
25.0,92.66,90.0,13.17,28.0,253.7,-0.9599,-0.2802,25.0,36.3,38.7,1.253,0.1818
25.0,92.665,80.0,8.98,28.0,270.0,-1.0,-0.0,23.7,33.6,42.7,1.256,0.1243
25.0,92.67,90.0,5.6,28.0,249.2,-0.935,-0.3547,26.0,30.5,43.5,1.259,0.0775
25.0,92.675,45.0,1.43,28.0,184.1,-0.0722,-0.9974,23.5,31.6,44.8,1.261,0.0198
25.0,92.68,65.0,1.14,28.0,261.4,-0.9888,-0.1491,25.3,31.8,42.9,1.262,0.0158
25.0,92.685,42.0,6.75,28.0,316.9,-0.6832,0.7302,22.6,33.3,44.0,1.256,0.0936
25.0,92.69,152.0,14.55,28.0,44.9,0.7062,0.708,26.4,36.8,36.8,1.254,0.2003
25.0,92.695,227.0,17.05,28.0,63.7,0.8962,0.4436,28.2,39.5,32.2,1.255,0.2336
25.0,92.7,289.0,19.63,28.0,94.3,0.9972,-0.0752,28.9,37.4,33.7,1.255,0.2677
25.0,92.705,200.0,9.12,28.0,109.9,0.9403,-0.3403,28.2,34.1,37.7,1.26,0.1258
25.0,92.71,234.0,8.1,28.0,110.9,0.9345,-0.356,27.9,33.8,38.4,1.263,0.1116
25.0,92.715,149.0,9.09,28.0,245.4,-0.9094,-0.4158,27.6,34.6,37.8,1.258,0.1256
25.0,92.72,167.0,6.16,28.0,255.1,-0.9662,-0.2578,26.2,32.4,41.4,1.262,0.085
25.0,92.725,121.0,15.69,28.0,242.0,-0.8826,-0.4702,27.1,36.4,36.5,1.252,0.216
25.0,92.73,34.0,8.38,28.0,241.4,-0.878,-0.4786,24.4,34.9,40.6,1.254,0.1162
25.0,92.735,50.0,3.25,28.0,5.4,0.0948,0.9955,26.3,33.2,40.6,1.259,0.045
25.0,92.74,91.0,7.9,28.0,45.4,0.7124,0.7017,25.4,34.8,39.8,1.257,0.1093
25.0,92.745,148.0,13.41,28.0,25.9,0.4369,0.8995,25.9,36.2,37.9,1.255,0.1848
25.0,92.75,307.0,20.09,28.0,41.9,0.6681,0.7441,28.4,34.7,36.9,1.256,0.2735
25.0,92.755,422.0,25.41,28.0,54.0,0.8093,0.5874,31.5,39.7,28.7,1.256,0.3416
25.0,92.76,588.0,25.54,28.0,75.9,0.97,0.2432,31.2,37.8,31.0,1.262,0.3416
25.0,92.765,539.0,18.01,28.0,90.3,1.0,-0.0061,28.7,35.2,36.1,1.267,0.244
25.0,92.77,586.0,15.96,28.0,80.6,0.9866,0.1633,29.2,34.6,36.2,1.27,0.2165
25.0,92.775,586.0,24.25,28.0,108.4,0.949,-0.3152,29.1,39.1,31.8,1.263,0.3252
25.0,92.78,443.0,15.24,28.0,215.9,-0.5871,-0.8095,27.0,35.7,37.3,1.265,0.2078
25.0,92.785,364.0,17.13,28.0,265.4,-0.9967,-0.0806,27.6,34.0,38.3,1.26,0.2338
25.0,92.79,418.0,20.03,28.0,283.9,-0.9708,0.2397,28.4,38.1,33.5,1.26,0.2718
25.0,92.795,452.0,22.03,28.0,291.9,-0.9278,0.373,29.2,35.7,35.1,1.26,0.2977
25.0,92.8,570.0,9.34,28.0,283.6,-0.9719,0.2354,27.4,34.7,37.9,1.275,0.1273
25.0,92.805,491.0,23.88,28.0,266.7,-0.9983,-0.0583,27.8,38.7,33.5,1.26,0.3213
25.0,92.81,544.0,21.21,28.0,269.9,-1.0,-0.0026,26.7,39.0,34.3,1.264,0.2862
25.0,92.815,490.0,29.47,28.0,252.5,-0.9538,-0.3005,30.6,42.5,26.9,1.255,0.392
25.0,92.82,373.0,15.49,28.0,249.0,-0.9336,-0.3584,29.0,34.1,36.9,1.262,0.2116
25.0,92.825,390.0,22.2,28.0,279.5,-0.9862,0.1655,29.6,37.8,32.5,1.257,0.3006
25.0,92.83,441.0,18.31,28.0,267.8,-0.9992,-0.039,27.9,36.5,35.6,1.262,0.2489
25.0,92.835,377.0,10.9,28.0,226.7,-0.7277,-0.6859,29.2,35.6,35.2,1.266,0.1494
25.0,92.84,308.0,13.55,28.0,231.5,-0.7828,-0.6223,28.4,35.9,35.6,1.261,0.1858
25.0,92.845,226.0,17.6,28.0,274.5,-0.9969,0.0783,27.2,36.2,36.6,1.254,0.2411
25.0,92.85,333.0,4.59,28.0,113.3,0.9182,-0.3962,28.4,32.6,39.0,1.269,0.0631
25.0,92.855,194.0,8.55,28.0,208.5,-0.4779,-0.8784,29.8,32.6,37.5,1.261,0.1179
25.0,92.86,200.0,6.16,28.0,86.8,0.9985,0.0552,28.0,35.1,36.9,1.263,0.085
25.0,92.865,200.0,6.26,28.0,147.3,0.5402,-0.8416,29.9,34.4,35.8,1.263,0.0863
25.0,92.87,107.0,4.61,28.0,246.0,-0.9136,-0.4065,24.9,34.6,40.5,1.26,0.0638
25.0,92.875,167.0,1.67,28.0,112.1,0.9267,-0.3757,29.0,32.0,39.0,1.265,0.023
25.0,92.88,96.0,15.66,28.0,254.0,-0.9611,-0.2763,25.1,35.2,39.7,1.251,0.2158
25.0,92.885,89.0,9.15,28.0,299.6,-0.8699,0.4932,24.6,32.8,42.5,1.256,0.1266
25.0,92.89,176.0,8.08,28.0,69.5,0.9368,0.3499,28.1,34.7,37.2,1.26,0.1116
25.0,92.895,139.0,5.1,28.0,247.8,-0.9257,-0.3782,25.6,31.8,42.6,1.261,0.0705
25.0,92.9,142.0,4.28,28.0,253.8,-0.9604,-0.2787,27.7,35.9,36.3,1.262,0.0591
25.0,92.905,118.0,11.02,28.0,257.9,-0.9779,-0.2091,28.4,33.0,38.6,1.256,0.1522
25.0,92.91,101.0,0.59,28.0,118.9,0.8752,-0.4838,29.8,32.6,37.7,1.264,0.0081
25.0,92.915,113.0,5.27,28.0,25.4,0.4282,0.9037,27.4,35.8,36.9,1.26,0.0729
25.0,92.92,185.0,14.07,28.0,32.0,0.5303,0.8478,27.0,36.7,36.3,1.256,0.1936
25.0,92.925,327.0,16.99,28.0,63.3,0.8938,0.4486,27.4,36.8,35.8,1.259,0.2321
25.0,92.93,323.0,7.7,28.0,18.6,0.319,0.9478,29.1,32.6,38.3,1.267,0.1058
25.0,92.935,456.0,14.59,28.0,32.1,0.5315,0.8471,28.4,33.8,37.8,1.266,0.199
25.0,92.94,545.0,15.59,28.0,57.5,0.8433,0.5374,27.4,37.3,35.3,1.269,0.2118
25.0,92.945,607.0,18.83,28.0,69.7,0.938,0.3467,28.6,39.3,32.1,1.269,0.2543
25.0,92.95,664.0,18.58,28.0,88.5,0.9996,0.0266,28.1,36.3,35.6,1.271,0.2507
25.0,92.955,616.0,5.28,28.0,118.9,0.8752,-0.4838,29.2,31.7,39.1,1.28,0.0719
25.0,92.96,619.0,7.48,28.0,238.0,-0.8483,-0.5295,27.2,30.3,42.5,1.279,0.1018
25.0,92.965,546.0,24.54,28.0,251.5,-0.9482,-0.3176,27.6,37.1,35.3,1.261,0.3294
25.0,92.97,473.0,11.12,28.0,207.8,-0.4663,-0.8846,27.5,34.8,37.7,1.27,0.1519
25.0,92.975,371.0,17.2,28.0,263.0,-0.9925,-0.1219,26.2,39.0,34.8,1.261,0.2345
25.0,92.98,435.0,7.11,28.0,241.5,-0.8785,-0.4777,28.4,34.9,36.7,1.271,0.0974
25.0,92.985,311.0,9.62,28.0,265.0,-0.9961,-0.0879,28.3,35.0,36.7,1.264,0.1322
25.0,92.99,420.0,11.65,28.0,351.0,-0.1569,0.9876,28.0,34.5,37.5,1.267,0.1594
25.0,92.995,516.0,17.89,28.0,306.2,-0.8069,0.5907,27.7,35.9,36.4,1.266,0.2426
25.005,92.5,72.0,3.75,28.0,180.8,-0.0137,-0.9999,23.3,35.1,41.6,1.26,0.0519
25.005,92.505,39.0,2.34,28.0,175.0,0.0879,-0.9961,24.5,32.9,42.6,1.26,0.0324
25.005,92.51,31.0,0.73,28.0,128.8,0.7793,-0.6266,24.6,29.0,46.4,1.261,0.0101
25.005,92.515,31.0,0.47,28.0,277.0,-0.9925,0.1219,24.0,31.1,44.8,1.261,0.0065
25.005,92.52,32.0,0.83,28.0,262.1,-0.9906,-0.1369,24.8,30.9,44.3,1.261,0.0115
25.005,92.525,29.0,1.34,28.0,265.1,-0.9964,-0.0847,25.5,31.5,43.0,1.26,0.0186
25.005,92.53,30.0,2.22,28.0,341.1,-0.3238,0.9461,27.3,33.4,39.3,1.259,0.0308
25.005,92.535,66.0,2.86,28.0,290.9,-0.9339,0.3574,25.2,32.6,42.2,1.26,0.0396
25.005,92.54,48.0,1.4,28.0,263.0,-0.9925,-0.1219,25.3,32.3,42.4,1.261,0.0194
25.005,92.545,63.0,1.64,28.0,245.4,-0.9094,-0.416,24.9,34.4,40.7,1.261,0.0227
25.005,92.55,36.0,2.11,28.0,257.5,-0.9764,-0.2159,22.7,31.5,45.8,1.26,0.0292
25.005,92.555,55.0,1.62,28.0,335.7,-0.4121,0.9112,25.0,35.2,39.8,1.261,0.0224
25.005,92.56,62.0,2.07,28.0,263.7,-0.9939,-0.1099,25.1,31.5,43.4,1.261,0.0286
25.005,92.565,51.0,2.27,28.0,205.5,-0.4308,-0.9025,28.0,32.7,39.3,1.26,0.0314
25.005,92.57,26.0,0.6,28.0,328.9,-0.5164,0.8564,24.8,31.7,43.5,1.261,0.0083
25.005,92.575,60.0,2.34,28.0,355.0,-0.0879,0.9961,25.4,32.8,41.8,1.26,0.0324
25.005,92.58,67.0,1.76,28.0,229.6,-0.7618,-0.6479,25.0,33.1,41.9,1.261,0.0244
25.005,92.585,40.0,2.57,28.0,267.5,-0.999,-0.0442,23.6,33.3,43.1,1.259,0.0356
25.005,92.59,65.0,1.01,28.0,239.7,-0.863,-0.5052,26.4,31.1,42.5,1.262,0.014
25.005,92.595,31.0,3.96,28.0,247.2,-0.9218,-0.3876,25.9,31.4,42.7,1.258,0.0549
25.005,92.6,38.0,3.56,28.0,317.3,-0.6787,0.7344,25.9,36.7,37.3,1.259,0.0493
25.005,92.605,77.0,2.7,28.0,261.5,-0.9891,-0.1472,23.9,32.0,44.1,1.261,0.0374
25.005,92.61,31.0,3.28,28.0,226.1,-0.7209,-0.6931,26.7,33.9,39.4,1.259,0.0454
25.005,92.615,37.0,2.44,28.0,82.0,0.9902,0.1398,23.3,30.2,46.4,1.259,0.0338
25.005,92.62,37.0,5.66,28.0,28.1,0.4714,0.8819,25.7,33.1,41.2,1.257,0.0785
25.005,92.625,125.0,13.82,28.0,14.4,0.2482,0.9687,30.6,35.5,33.9,1.253,0.1906
25.005,92.63,277.0,14.82,28.0,23.6,0.4007,0.9162,26.8,36.7,36.5,1.259,0.2032
25.005,92.635,369.0,9.46,28.0,45.8,0.7169,0.6972,27.3,30.4,42.2,1.267,0.1297
25.005,92.64,394.0,14.53,28.0,86.9,0.9986,0.0537,28.1,36.1,35.8,1.264,0.1985
25.005,92.645,383.0,15.0,28.0,127.7,0.7912,-0.6116,27.4,34.3,38.3,1.263,0.2049
25.005,92.65,229.0,15.07,28.0,196.5,-0.2836,-0.959,26.1,36.5,37.4,1.257,0.2068
25.005,92.655,123.0,6.56,28.0,263.1,-0.9927,-0.121,28.1,32.2,39.7,1.259,0.0907
25.005,92.66,215.0,13.47,28.0,280.8,-0.9824,0.1866,26.7,34.3,39.0,1.257,0.1853
25.005,92.665,168.0,4.44,28.0,198.9,-0.3238,-0.9461,28.6,32.8,38.7,1.263,0.0613
25.005,92.67,141.0,6.92,28.0,183.0,-0.0518,-0.9987,26.9,32.3,40.8,1.26,0.0956
25.005,92.675,46.0,4.56,28.0,215.9,-0.5862,-0.8102,26.9,32.5,40.6,1.258,0.0632
25.005,92.68,76.0,8.06,28.0,286.7,-0.9578,0.2875,24.1,32.4,43.6,1.256,0.1116
25.005,92.685,87.0,6.92,28.0,257.7,-0.9771,-0.2128,24.6,31.1,44.3,1.258,0.0958
25.005,92.69,50.0,0.85,28.0,209.1,-0.4863,-0.8738,26.0,33.8,40.3,1.261,0.0118
25.005,92.695,74.0,5.08,28.0,62.7,0.889,0.4579,23.5,31.4,45.1,1.259,0.0703
25.005,92.7,91.0,8.42,28.0,73.6,0.9594,0.282,25.3,34.0,40.7,1.257,0.1165
25.005,92.705,116.0,5.82,28.0,47.8,0.7403,0.6723,29.6,34.7,35.8,1.26,0.0805
25.005,92.71,160.0,8.26,28.0,38.7,0.6253,0.7804,26.1,33.3,40.6,1.26,0.114
25.005,92.715,230.0,4.13,28.0,26.6,0.4479,0.8941,28.2,31.9,39.9,1.266,0.0569
25.005,92.72,225.0,2.4,28.0,46.7,0.7275,0.6861,28.3,33.0,38.7,1.267,0.0331
25.005,92.725,259.0,7.24,28.0,201.6,-0.3676,-0.93,28.9,35.6,35.5,1.264,0.0997
25.005,92.73,106.0,12.13,28.0,191.6,-0.2006,-0.9797,26.5,33.5,40.0,1.254,0.1676
25.005,92.735,47.0,3.99,28.0,185.2,-0.0901,-0.9959,23.4,32.8,43.7,1.259,0.0553
25.005,92.74,36.0,3.51,28.0,45.9,0.7177,0.6963,25.6,30.3,44.0,1.259,0.0486
25.005,92.745,90.0,9.28,28.0,34.9,0.5717,0.8205,25.4,33.9,40.8,1.256,0.1284
25.005,92.75,171.0,14.9,28.0,63.9,0.8978,0.4403,28.3,36.0,35.7,1.254,0.2051
25.005,92.755,208.0,19.14,28.0,62.9,0.8905,0.4551,28.4,35.8,35.8,1.252,0.2619
25.005,92.76,330.0,22.49,28.0,68.9,0.933,0.3598,27.2,37.3,35.5,1.254,0.305
25.005,92.765,358.0,14.31,28.0,67.3,0.9227,0.3855,28.3,33.7,38.0,1.262,0.1959
25.005,92.77,429.0,17.79,28.0,91.8,0.9995,-0.031,28.4,36.9,34.8,1.262,0.2421
25.005,92.775,348.0,17.19,28.0,70.7,0.9437,0.3307,27.1,38.2,34.7,1.26,0.2346
25.005,92.78,532.0,12.67,28.0,34.3,0.5634,0.8262,30.2,33.7,36.0,1.271,0.1726
25.005,92.785,535.0,4.73,28.0,4.4,0.0761,0.9971,28.6,32.3,39.1,1.277,0.0646
25.005,92.79,615.0,7.59,28.0,339.9,-0.3438,0.939,26.6,34.8,38.7,1.278,0.1034
25.005,92.795,661.0,4.01,28.0,308.6,-0.7818,0.6235,28.8,34.9,36.3,1.283,0.0545
25.005,92.8,659.0,6.31,28.0,47.0,0.7309,0.6824,26.8,31.4,41.7,1.281,0.0858
25.005,92.805,737.0,8.3,28.0,313.4,-0.7263,0.6873,28.9,34.0,37.1,1.283,0.1125
25.005,92.81,760.0,9.51,28.0,288.3,-0.9493,0.3143,29.4,35.0,35.6,1.282,0.1289
25.005,92.815,790.0,19.15,28.0,226.0,-0.7191,-0.6949,27.0,37.0,36.0,1.276,0.2571
25.005,92.82,517.0,19.71,28.0,240.8,-0.8728,-0.488,29.2,33.5,37.3,1.264,0.2668
25.005,92.825,614.0,18.6,28.0,288.6,-0.9478,0.3188,28.5,37.7,33.8,1.269,0.2513
25.005,92.83,625.0,18.16,28.0,241.2,-0.8765,-0.4815,29.0,39.1,31.9,1.27,0.2454
25.005,92.835,455.0,17.67,28.0,228.6,-0.7503,-0.6611,30.3,36.9,32.8,1.263,0.2403
25.005,92.84,413.0,6.89,28.0,244.2,-0.9,-0.4359,27.7,32.3,40.0,1.271,0.0944
25.005,92.845,402.0,11.99,28.0,235.5,-0.8246,-0.5657,27.1,34.4,38.5,1.266,0.1641
25.005,92.85,292.0,10.68,28.0,207.8,-0.4666,-0.8844,26.9,37.5,35.6,1.263,0.1467
25.005,92.855,234.0,9.37,28.0,203.8,-0.403,-0.9152,27.0,35.9,37.1,1.262,0.129
25.005,92.86,140.0,4.59,28.0,214.0,-0.5595,-0.8289,27.9,34.2,37.9,1.262,0.0634
25.005,92.865,167.0,3.37,28.0,82.3,0.9909,0.1348,28.4,33.4,38.2,1.264,0.0465
25.005,92.87,148.0,2.47,28.0,249.8,-0.9383,-0.3458,28.3,31.7,40.0,1.264,0.0341
25.005,92.875,152.0,7.86,28.0,314.8,-0.7092,0.705,29.0,33.8,37.2,1.26,0.1085
25.005,92.88,246.0,7.67,28.0,276.4,-0.9939,0.1106,28.0,33.9,38.1,1.263,0.1057
25.005,92.885,167.0,10.75,28.0,221.1,-0.6577,-0.7533,29.7,35.7,34.6,1.258,0.1483
25.005,92.89,102.0,2.39,28.0,295.4,-0.9037,0.4282,27.7,34.9,37.4,1.262,0.033
25.005,92.895,185.0,5.14,28.0,332.0,-0.4692,0.8831,31.3,35.0,33.7,1.263,0.0709
25.005,92.9,182.0,4.58,28.0,298.9,-0.8752,0.4838,28.8,31.1,40.2,1.263,0.0632
25.005,92.905,224.0,5.77,28.0,212.3,-0.5337,-0.8457,27.0,33.9,39.2,1.264,0.0795
25.005,92.91,96.0,13.37,28.0,236.2,-0.8314,-0.5557,23.7,36.7,39.6,1.253,0.1845
25.005,92.915,91.0,3.4,28.0,284.5,-0.968,0.2508,25.6,33.8,40.6,1.261,0.047
25.005,92.92,111.0,6.63,28.0,44.1,0.6959,0.7181,27.7,32.8,39.4,1.259,0.0917
25.005,92.925,175.0,14.1,28.0,42.0,0.6688,0.7434,28.9,40.1,31.0,1.255,0.1941
25.005,92.93,299.0,12.5,28.0,23.9,0.4053,0.9142,28.6,33.4,38.0,1.262,0.1715
25.005,92.935,379.0,11.52,28.0,55.9,0.8283,0.5602,27.9,33.4,38.6,1.266,0.1577
25.005,92.94,414.0,15.23,28.0,79.5,0.9832,0.1824,27.0,36.4,36.6,1.264,0.2078
25.005,92.945,429.0,12.79,28.0,74.0,0.9613,0.2755,26.2,38.6,35.2,1.267,0.1747
25.005,92.95,477.0,10.9,28.0,42.9,0.681,0.7323,27.5,33.7,38.9,1.27,0.1489
25.005,92.955,571.0,12.44,28.0,23.3,0.3951,0.9186,29.0,34.9,36.1,1.272,0.1694
25.005,92.96,681.0,14.04,28.0,329.1,-0.5137,0.8579,28.3,37.4,34.4,1.276,0.1901
25.005,92.965,787.0,9.92,28.0,206.9,-0.4522,-0.8919,26.5,34.6,38.9,1.283,0.1343
25.005,92.97,524.0,17.64,28.0,220.1,-0.644,-0.7651,28.2,36.2,35.6,1.266,0.2394
25.005,92.975,542.0,12.99,28.0,263.1,-0.9927,-0.1205,28.5,36.3,35.2,1.271,0.1769
25.005,92.98,496.0,14.84,28.0,239.1,-0.858,-0.5137,26.9,36.4,36.7,1.267,0.2021
25.005,92.985,405.0,12.11,28.0,254.4,-0.9633,-0.2686,28.2,36.8,35.0,1.266,0.1657
25.005,92.99,438.0,15.17,28.0,339.6,-0.3478,0.9376,28.1,38.0,33.9,1.265,0.2069
25.005,92.995,661.0,24.92,28.0,342.4,-0.3016,0.9534,26.6,39.1,34.3,1.266,0.3328
25.01,92.5,28.0,1.8,28.0,93.6,0.998,-0.0631,25.4,32.9,41.7,1.26,0.0249
25.01,92.505,27.0,0.66,28.0,290.2,-0.9383,0.3458,25.7,32.5,41.8,1.261,0.0091
25.01,92.51,32.0,0.69,28.0,311.5,-0.749,0.6625,26.3,32.9,40.8,1.261,0.0095
25.01,92.515,35.0,0.77,28.0,317.9,-0.6708,0.7416,26.3,32.3,41.4,1.261,0.0107
25.01,92.52,42.0,3.47,28.0,291.1,-0.9329,0.3602,23.3,32.9,43.7,1.259,0.0481
25.01,92.525,57.0,2.65,28.0,283.7,-0.9717,0.2363,23.9,34.5,41.6,1.26,0.0367
25.01,92.53,53.0,3.13,28.0,315.1,-0.7061,0.7081,25.6,35.1,39.3,1.26,0.0433
25.01,92.535,96.0,1.47,28.0,328.3,-0.5249,0.8512,25.6,30.1,44.3,1.263,0.0203
25.01,92.54,75.0,5.0,28.0,257.5,-0.9764,-0.2159,25.6,33.3,41.0,1.259,0.0692
25.01,92.545,77.0,3.92,28.0,265.0,-0.9962,-0.087,29.6,32.0,38.4,1.26,0.0543
25.01,92.55,69.0,7.04,28.0,261.7,-0.9895,-0.1448,25.7,33.4,40.9,1.257,0.0975
25.01,92.555,59.0,3.86,28.0,266.6,-0.9983,-0.0589,26.4,33.6,40.0,1.259,0.0535
25.01,92.56,65.0,5.16,28.0,263.7,-0.9939,-0.1099,26.1,34.4,39.5,1.258,0.0715
25.01,92.565,49.0,4.87,28.0,245.2,-0.9075,-0.42,25.8,33.1,41.1,1.258,0.0675
25.01,92.57,29.0,5.78,28.0,259.8,-0.9843,-0.1765,24.6,30.7,44.7,1.256,0.0802
25.01,92.575,31.0,1.71,28.0,37.0,0.6019,0.7986,25.9,31.0,43.1,1.26,0.0237
25.01,92.58,53.0,2.54,28.0,350.7,-0.1623,0.9867,24.1,34.0,41.9,1.26,0.0352
25.01,92.585,75.0,4.79,28.0,260.4,-0.9861,-0.1659,24.7,29.2,46.1,1.259,0.0663
25.01,92.59,39.0,5.43,28.0,280.8,-0.9822,0.1879,24.4,35.2,40.4,1.257,0.0753
25.01,92.595,93.0,6.52,28.0,289.3,-0.9438,0.3304,25.1,34.5,40.4,1.258,0.0903
25.01,92.6,77.0,5.99,28.0,262.9,-0.9924,-0.123,27.8,35.6,36.7,1.258,0.083
25.01,92.605,80.0,4.45,28.0,276.6,-0.9934,0.1149,22.8,32.9,44.4,1.259,0.0616
25.01,92.61,86.0,6.48,28.0,254.8,-0.965,-0.2623,25.8,30.6,43.5,1.258,0.0897
25.01,92.615,50.0,4.72,28.0,238.0,-0.8485,-0.5292,23.1,33.9,43.0,1.258,0.0654
25.01,92.62,42.0,2.75,28.0,277.1,-0.9923,0.1242,24.4,34.6,40.9,1.259,0.0381
25.01,92.625,56.0,6.29,28.0,43.9,0.6929,0.721,26.3,35.1,38.6,1.257,0.0872
25.01,92.63,122.0,14.64,28.0,53.9,0.808,0.5892,28.1,34.9,37.0,1.253,0.2017
25.01,92.635,211.0,15.33,28.0,80.6,0.9866,0.1631,26.7,36.2,37.1,1.256,0.2105
25.01,92.64,167.0,9.54,28.0,87.6,0.9991,0.0414,27.1,33.7,39.1,1.259,0.1316
25.01,92.645,218.0,9.08,28.0,25.7,0.433,0.9014,28.8,33.2,38.0,1.261,0.1251
25.01,92.65,312.0,9.59,28.0,288.9,-0.9463,0.3233,27.1,36.0,36.9,1.264,0.1318
25.01,92.655,273.0,6.79,28.0,289.5,-0.9427,0.3335,28.3,32.0,39.7,1.265,0.0935
25.01,92.66,352.0,9.67,28.0,164.1,0.2741,-0.9617,28.1,33.2,38.7,1.266,0.1327
25.01,92.665,108.0,14.74,28.0,195.7,-0.2698,-0.9629,27.2,34.3,38.5,1.252,0.2032
25.01,92.67,97.0,5.37,28.0,263.3,-0.9932,-0.1161,27.6,31.2,41.2,1.259,0.0743
25.01,92.675,97.0,11.33,28.0,306.2,-0.8073,0.5901,25.8,35.2,39.0,1.254,0.1567
25.01,92.68,216.0,9.07,28.0,298.6,-0.8778,0.479,25.6,36.2,38.3,1.261,0.125
25.01,92.685,174.0,6.83,28.0,242.3,-0.8855,-0.4646,28.2,33.5,38.2,1.261,0.0943
25.01,92.69,160.0,6.85,28.0,253.2,-0.9572,-0.2894,27.2,31.6,41.2,1.261,0.0946
25.01,92.695,139.0,4.14,28.0,246.6,-0.9176,-0.3976,29.0,34.4,36.6,1.262,0.0572
25.01,92.7,131.0,1.36,28.0,164.6,0.2654,-0.9641,27.0,34.9,38.1,1.264,0.0188
25.01,92.705,116.0,0.43,28.0,74.5,0.9639,0.2664,27.9,31.1,41.0,1.264,0.0059
25.01,92.71,133.0,1.14,28.0,261.4,-0.9888,-0.1491,28.6,31.6,39.8,1.264,0.0157
25.01,92.715,113.0,1.96,28.0,90.0,1.0,0.0,29.0,33.3,37.7,1.263,0.0271
25.01,92.72,133.0,3.41,28.0,2.6,0.0452,0.999,26.6,35.3,38.1,1.262,0.0471
25.01,92.725,173.0,6.34,28.0,117.1,0.8899,-0.4562,27.6,32.9,39.5,1.262,0.0875
25.01,92.73,82.0,11.19,28.0,234.4,-0.8129,-0.5824,24.4,33.0,42.6,1.254,0.1548
25.01,92.735,57.0,6.89,28.0,250.8,-0.9444,-0.3289,24.2,34.8,41.0,1.257,0.0954
