latitude,longitude,elevation,slope,clay_percentage,aspect,aspect_sin,aspect_cos,clay_percent,sand_percent,silt_percent,bulk_density,shear_stress_factor
25.0,92.91,77.0,4.4,32.4,273.1,-0.9985,0.0541,32.4,33.4,34.2,1.155,0.0664
25.0,92.92,179.0,18.1,32.5,58.3,0.8508,0.5255,32.5,33.3,34.2,1.155,0.269
25.0,92.93,323.0,18.1,32.6,36.9,0.6004,0.7997,32.6,33.2,34.2,1.156,0.2688
25.0,92.94,555.0,14.4,32.7,39.9,0.6414,0.7672,32.7,33.1,34.2,1.157,0.2149
25.0,92.95,606.0,6.7,32.8,51.3,0.7804,0.6252,32.8,33.0,34.2,1.158,0.1008
25.0,92.96,661.0,11.3,32.9,292.4,-0.9245,0.3811,32.9,32.9,34.2,1.159,0.1691
25.01,92.7,126.0,7.3,32.7,273.1,-0.9985,0.0541,32.7,34.1,33.2,1.15,0.1105
25.01,92.71,131.0,3.1,32.7,80.5,0.9863,0.165,32.7,34.1,33.2,1.15,0.047
25.01,92.72,139.0,6.5,32.6,249.6,-0.9373,-0.3486,32.6,34.1,33.3,1.149,0.0985
25.01,92.73,74.0,13.4,32.5,252.8,-0.9553,-0.2957,32.5,34.2,33.3,1.149,0.2017
25.01,92.74,38.0,5.0,32.4,251.1,-0.9461,-0.3239,32.4,34.2,33.4,1.149,0.0759
25.01,92.75,33.0,6.2,32.3,39.0,0.6293,0.7771,32.3,34.2,33.5,1.149,0.094
25.01,92.76,160.0,15.6,32.2,61.2,0.8763,0.4818,32.2,34.2,33.5,1.149,0.234
25.01,92.77,227.0,20.5,32.1,74.8,0.965,0.2622,32.1,34.3,33.6,1.149,0.3048
25.01,92.78,301.0,9.7,32.1,15.5,0.2672,0.9636,32.1,34.3,33.7,1.15,0.1465
25.01,92.79,463.0,7.9,32.0,334.6,-0.4289,0.9033,32.0,34.3,33.7,1.15,0.1195
25.01,92.8,480.0,9.8,32.0,354.4,-0.0976,0.9952,32.0,34.3,33.7,1.15,0.148
25.01,92.81,711.0,14.3,31.9,310.1,-0.7649,0.6441,31.9,34.3,33.8,1.15,0.2148
25.01,92.82,716.0,21.4,31.9,273.2,-0.9984,0.0558,31.9,34.2,33.9,1.15,0.3173
25.01,92.83,742.0,14.8,31.9,218.3,-0.6198,-0.7848,31.9,34.1,34.0,1.15,0.2221
25.01,92.84,419.0,17.7,31.9,215.7,-0.5835,-0.8121,31.9,34.0,34.1,1.151,0.2641
25.01,92.85,370.0,7.4,32.0,199.4,-0.3322,-0.9432,32.0,33.9,34.2,1.151,0.1119
25.01,92.86,244.0,10.5,32.0,214.1,-0.5606,-0.8281,32.0,33.8,34.2,1.151,0.1583
25.01,92.87,149.0,3.5,32.0,262.1,-0.9905,-0.1374,32.0,33.7,34.3,1.152,0.053
25.01,92.88,232.0,4.9,32.1,298.7,-0.8771,0.4802,32.1,33.6,34.3,1.152,0.0741
25.01,92.89,208.0,7.3,32.2,267.5,-0.999,-0.0436,32.2,33.6,34.3,1.153,0.1102
25.01,92.9,224.0,10.9,32.3,300.6,-0.8607,0.509,32.3,33.5,34.2,1.154,0.1639
25.01,92.91,349.0,5.7,32.4,202.7,-0.3859,-0.9225,32.4,33.4,34.2,1.154,0.0861
25.01,92.92,92.0,6.0,32.5,205.6,-0.4321,-0.9018,32.5,33.3,34.2,1.155,0.0905
25.01,92.93,213.0,9.2,32.6,45.2,0.7096,0.7046,32.6,33.2,34.2,1.156,0.1383
25.01,92.94,256.0,17.9,32.7,46.4,0.7242,0.6896,32.7,33.1,34.2,1.157,0.2656
25.01,92.95,533.0,23.1,32.8,25.5,0.4305,0.9026,32.8,33.0,34.2,1.158,0.3388
25.01,92.96,808.0,8.8,32.9,33.5,0.5519,0.8339,32.9,32.9,34.2,1.159,0.132
25.01,92.97,718.0,13.5,33.0,110.7,0.9354,-0.3535,33.0,32.8,34.2,1.16,0.2012
25.01,92.98,686.0,10.6,33.1,227.5,-0.7373,-0.6756,33.1,32.7,34.2,1.161,0.1584
25.01,92.99,537.0,26.3,33.2,245.1,-0.907,-0.421,33.2,32.6,34.2,1.162,0.3813
25.02,92.68,224.0,17.0,32.8,282.3,-0.977,0.213,32.8,34.1,33.1,1.15,0.2542
25.02,92.69,271.0,8.8,32.8,270.8,-0.9999,0.014,32.8,34.1,33.1,1.15,0.133
25.02,92.7,227.0,17.0,32.7,260.3,-0.9857,-0.1685,32.7,34.1,33.1,1.149,0.2545
25.02,92.71,197.0,13.3,32.7,294.9,-0.907,0.421,32.7,34.2,33.2,1.149,0.2002
25.02,92.72,370.0,19.3,32.6,292.3,-0.9252,0.3795,32.6,34.2,33.2,1.149,0.2877
25.02,92.73,388.0,19.1,32.5,249.2,-0.9348,-0.3551,32.5,34.2,33.3,1.149,0.2848
25.02,92.74,194.0,13.4,32.5,224.8,-0.7046,-0.7096,32.5,34.2,33.3,1.149,0.2017
25.02,92.75,144.0,10.3,32.3,273.5,-0.9981,0.061,32.3,34.2,33.4,1.149,0.1556
25.02,92.76,210.0,10.0,32.2,248.2,-0.9285,-0.3714,32.2,34.3,33.5,1.149,0.1511
25.02,92.77,50.0,10.3,32.1,34.5,0.5664,0.8241,32.1,34.3,33.6,1.149,0.1556
25.02,92.78,426.0,19.8,32.0,0.7,0.0122,0.9999,32.0,34.3,33.7,1.15,0.2946
25.02,92.79,568.0,9.1,31.9,336.8,-0.3939,0.9191,31.9,34.4,33.7,1.15,0.1375
25.02,92.8,637.0,13.5,31.9,341.5,-0.3173,0.9483,31.9,34.4,33.7,1.15,0.203
25.02,92.81,895.0,14.2,31.9,26.5,0.4462,0.8949,31.9,34.3,33.8,1.15,0.2133
25.02,92.82,962.0,7.6,31.9,202.4,-0.3811,-0.9245,31.9,34.2,33.9,1.15,0.115
25.02,92.83,717.0,14.5,31.9,174.4,0.0976,-0.9952,31.9,34.1,34.0,1.15,0.2177
25.02,92.84,592.0,13.3,31.9,178.0,0.0349,-0.9994,31.9,34.0,34.2,1.15,0.2
25.02,92.85,377.0,10.5,31.9,191.0,-0.1908,-0.9816,31.9,33.9,34.3,1.151,0.1583
25.02,92.86,331.0,9.2,31.9,205.1,-0.4242,-0.9056,31.9,33.8,34.3,1.151,0.1389
25.02,92.87,166.0,9.7,31.9,241.4,-0.878,-0.4787,31.9,33.7,34.3,1.151,0.1464
25.02,92.88,214.0,10.4,32.0,336.5,-0.3987,0.9171,32.0,33.6,34.3,1.152,0.1567
25.02,92.89,408.0,10.4,32.1,327.7,-0.5344,0.8453,32.1,33.6,34.3,1.153,0.1566
25.02,92.9,436.0,10.7,32.2,173.3,0.1167,-0.9932,32.2,33.5,34.3,1.153,0.161
25.02,92.91,138.0,8.4,32.3,150.4,0.4939,-0.8695,32.3,33.4,34.3,1.154,0.1266
25.02,92.92,251.0,5.9,32.5,271.2,-0.9998,0.0209,32.5,33.3,34.2,1.155,0.089
25.02,92.93,141.0,6.3,32.6,245.1,-0.907,-0.421,32.6,33.2,34.2,1.156,0.0949
25.02,92.94,184.0,7.9,32.7,28.9,0.4833,0.8755,32.7,33.1,34.2,1.157,0.1188
25.02,92.95,315.0,14.2,32.8,20.2,0.3453,0.9385,32.8,33.0,34.2,1.158,0.2118
25.02,92.96,526.0,13.1,32.9,47.7,0.7396,0.673,32.9,32.9,34.2,1.159,0.1956
25.02,92.97,540.0,10.7,33.0,353.3,-0.1167,0.9932,33.0,32.7,34.2,1.16,0.1601
25.02,92.98,795.0,13.8,33.2,356.8,-0.0558,0.9984,33.2,32.6,34.2,1.161,0.2055
25.02,92.99,892.0,13.0,33.3,256.8,-0.9736,-0.2284,33.3,32.5,34.2,1.162,0.1936
25.02,93.0,719.0,21.5,33.3,225.2,-0.7096,-0.7046,33.3,32.4,34.2,1.163,0.3151
25.02,93.01,493.0,31.6,33.4,239.2,-0.859,-0.512,33.4,32.3,34.3,1.164,0.4502
25.03,92.67,298.0,16.5,32.9,319.8,-0.6455,0.7638,32.9,34.1,33.1,1.151,0.2468
25.03,92.68,461.0,5.4,32.9,314.7,-0.7108,0.7034,32.9,34.1,33.1,1.15,0.0818
25.03,92.69,394.0,8.7,32.8,310.8,-0.757,0.6534,32.8,34.1,33.1,1.149,0.1316
25.03,92.7,605.0,15.9,32.8,280.9,-0.982,0.1891,32.8,34.2,33.1,1.149,0.2384
25.03,92.71,471.0,16.6,32.7,276.3,-0.994,0.1097,32.7,34.2,33.1,1.149,0.2486
25.03,92.72,652.0,15.3,32.7,287.0,-0.9563,0.2924,32.7,34.2,33.1,1.148,0.2299
25.03,92.73,586.0,18.1,32.6,222.4,-0.6743,-0.7385,32.6,34.2,33.2,1.148,0.2706
25.03,92.74,305.0,15.1,32.5,226.7,-0.7278,-0.6858,32.5,34.3,33.3,1.148,0.2269
25.03,92.75,320.0,21.0,32.4,282.0,-0.9781,0.2079,32.4,34.3,33.3,1.148,0.3122
25.03,92.76,420.0,15.0,32.2,228.1,-0.7443,-0.6678,32.2,34.3,33.5,1.149,0.2253
25.03,92.77,63.0,16.0,32.1,252.2,-0.9521,-0.3057,32.1,34.3,33.6,1.149,0.2399
25.03,92.78,294.0,21.2,32.0,26.2,0.4415,0.8973,32.0,34.4,33.7,1.149,0.3147
25.03,92.79,563.0,15.3,31.9,38.9,0.628,0.7782,31.9,34.4,33.7,1.15,0.2295
25.03,92.8,601.0,7.7,31.9,99.2,0.9871,-0.1599,31.9,34.4,33.7,1.15,0.1165
25.03,92.81,532.0,19.4,31.9,67.2,0.9219,0.3875,31.9,34.4,33.8,1.15,0.2888
25.03,92.82,797.0,14.7,31.9,63.1,0.8918,0.4524,31.9,34.3,33.9,1.15,0.2207
25.03,92.83,702.0,15.4,31.8,170.3,0.1685,-0.9857,31.8,34.1,34.1,1.15,0.2309
25.03,92.84,406.0,11.2,31.8,165.8,0.2453,-0.9694,31.8,33.9,34.3,1.15,0.1689
25.03,92.85,426.0,10.1,31.8,258.0,-0.9781,-0.2079,31.8,33.8,34.4,1.15,0.1525
25.03,92.86,353.0,5.0,31.8,251.5,-0.9483,-0.3173,31.8,33.8,34.5,1.151,0.0757
25.03,92.87,386.0,11.7,31.9,269.0,-0.9998,-0.0175,31.9,33.7,34.5,1.151,0.1762
25.03,92.88,348.0,17.8,31.9,267.1,-0.9987,-0.0506,31.9,33.6,34.4,1.152,0.2654
25.03,92.89,363.0,6.9,32.1,203.7,-0.4019,-0.9157,32.1,33.6,34.4,1.152,0.1043
25.03,92.9,189.0,6.4,32.2,144.1,0.5864,-0.81,32.2,33.5,34.3,1.153,0.0967
25.03,92.91,233.0,9.6,32.3,285.8,-0.9622,0.2723,32.3,33.4,34.3,1.154,0.1445
25.03,92.92,255.0,6.3,32.4,331.0,-0.4848,0.8746,32.4,33.3,34.3,1.155,0.095
25.03,92.93,372.0,12.0,32.6,249.9,-0.9391,-0.3437,32.6,33.2,34.2,1.156,0.1799
25.03,92.94,150.0,11.4,32.7,274.3,-0.9972,0.075,32.7,33.1,34.2,1.157,0.1708
25.03,92.95,394.0,18.2,32.8,324.8,-0.5764,0.8171,32.8,32.9,34.2,1.158,0.2697
25.03,92.96,535.0,16.0,33.0,29.5,0.4924,0.8704,33.0,32.8,34.2,1.159,0.2378
25.03,92.97,753.0,6.9,33.1,0.0,0.0,1.0,33.1,32.7,34.2,1.16,0.1036
25.03,92.98,708.0,12.3,33.2,63.3,0.8934,0.4493,33.2,32.6,34.2,1.161,0.1835
25.03,92.99,894.0,11.9,33.3,39.8,0.6401,0.7683,33.3,32.5,34.2,1.162,0.1775
25.03,93.0,941.0,2.5,33.4,301.8,-0.8499,0.527,33.4,32.4,34.3,1.163,0.0375
25.03,93.01,912.0,25.4,33.5,267.3,-0.9989,-0.0471,33.5,32.3,34.3,1.164,0.3685
25.03,93.02,909.0,19.0,33.6,243.5,-0.8949,-0.4462,33.6,32.1,34.3,1.165,0.2795
25.03,93.03,692.0,18.6,33.6,205.8,-0.4352,-0.9003,33.6,32.0,34.3,1.165,0.2738
25.04,92.66,592.0,13.0,32.9,211.0,-0.515,-0.8572,32.9,34.1,33.0,1.151,0.1954
25.04,92.67,450.0,15.3,32.9,228.5,-0.749,-0.6626,32.9,34.1,33.0,1.15,0.2295
25.04,92.68,331.0,3.1,32.9,273.7,-0.9979,0.0645,32.9,34.1,33.0,1.15,0.047
25.04,92.69,455.0,15.3,32.9,329.9,-0.5015,0.8652,32.9,34.2,33.0,1.149,0.2297
25.04,92.7,670.0,8.6,32.8,350.1,-0.1719,0.9851,32.8,34.2,33.0,1.148,0.1303
25.04,92.71,668.0,6.0,32.8,319.3,-0.6521,0.7581,32.8,34.2,33.0,1.148,0.0911
25.04,92.72,785.0,4.5,32.7,308.3,-0.7848,0.6198,32.7,34.3,33.0,1.148,0.0683
25.04,92.73,738.0,11.8,32.7,157.9,0.3762,-0.9265,32.7,34.3,33.1,1.147,0.1783
25.04,92.74,506.0,9.6,32.6,270.5,-1.0,0.0087,32.6,34.3,33.2,1.147,0.1454
25.04,92.75,740.0,17.3,32.4,272.6,-0.999,0.0454,32.4,34.3,33.3,1.148,0.259
25.04,92.76,526.0,14.8,32.3,227.7,-0.7396,-0.673,32.3,34.3,33.4,1.148,0.2225
25.04,92.77,484.0,20.5,32.1,226.3,-0.723,-0.6909,32.1,34.3,33.5,1.149,0.3048
25.04,92.78,154.0,7.6,32.0,190.1,-0.1754,-0.9845,32.0,34.4,33.6,1.149,0.1151
25.04,92.79,295.0,17.3,31.9,52.5,0.7934,0.6088,31.9,34.4,33.7,1.15,0.2586
25.04,92.8,426.0,18.4,31.85,79.6,0.9836,0.1805,31.85,34.45,33.7,1.15,0.2745
25.04,92.81,381.0,10.7,31.9,52.4,0.7923,0.6101,31.9,34.4,33.7,1.15,0.1614
25.04,92.82,592.0,11.7,31.8,28.2,0.4726,0.8813,31.8,34.2,33.9,1.15,0.1763
25.04,92.83,643.0,3.1,31.7,190.7,-0.1857,-0.9826,31.7,34.0,34.2,1.15,0.047
25.04,92.84,515.0,11.1,31.6,272.0,-0.9994,0.0349,31.6,33.9,34.5,1.15,0.1674
25.04,92.85,653.0,10.5,31.6,258.7,-0.9806,-0.1959,31.6,33.8,34.6,1.15,0.1585
25.04,92.86,463.0,14.1,31.7,244.0,-0.8988,-0.4384,31.7,33.7,34.6,1.151,0.2117
25.04,92.87,495.0,21.1,31.7,298.0,-0.8829,0.4695,31.7,33.7,34.6,1.151,0.3128
25.04,92.88,723.0,19.1,31.9,268.9,-0.9998,-0.0192,31.9,33.6,34.5,1.152,0.284
25.04,92.89,485.0,16.4,32.0,202.4,-0.3811,-0.9245,32.0,33.5,34.5,1.152,0.2451
25.04,92.9,332.0,11.3,32.1,251.7,-0.9494,-0.314,32.1,33.5,34.4,1.153,0.1699
25.04,92.91,395.0,6.4,32.3,271.4,-0.9997,0.0244,32.3,33.4,34.3,1.154,0.0966
25.04,92.92,336.0,15.5,32.4,279.0,-0.9877,0.1564,32.4,33.3,34.3,1.155,0.2314
25.04,92.93,457.0,10.3,32.6,309.9,-0.7672,0.6414,32.6,33.2,34.3,1.156,0.1547
25.04,92.94,504.0,16.0,32.7,292.5,-0.9239,0.3827,32.7,33.0,34.2,1.157,0.2382
25.04,92.95,615.0,18.6,32.9,245.4,-0.9092,-0.4163,32.9,32.9,34.2,1.158,0.2754
25.04,92.96,302.0,3.0,33.0,186.2,-0.108,-0.9942,33.0,32.8,34.2,1.159,0.0452
25.04,92.97,540.0,12.7,33.1,55.5,0.8241,0.5664,33.1,32.7,34.2,1.16,0.1895
25.04,92.98,486.0,12.4,33.2,64.0,0.8988,0.4384,33.2,32.5,34.2,1.161,0.185
25.04,92.99,678.0,14.8,33.3,45.8,0.7169,0.6972,33.3,32.4,34.2,1.162,0.2198
25.04,93.0,751.0,22.7,33.4,19.1,0.3272,0.9449,33.4,32.3,34.3,1.163,0.3318
25.04,93.01,1246.0,15.7,33.5,4.9,0.0854,0.9963,33.5,32.2,34.3,1.164,0.2325
25.04,93.02,1153.0,20.6,33.6,215.7,-0.5835,-0.8121,33.6,32.1,34.3,1.165,0.302
25.04,93.03,808.0,24.5,33.7,202.2,-0.3778,-0.9259,33.7,32.0,34.3,1.166,0.3557
25.04,93.04,547.0,24.1,33.8,215.8,-0.585,-0.8111,33.8,31.9,34.3,1.166,0.3502
25.05,92.64,292.0,9.8,33.0,63.7,0.8965,0.4431,33.0,34.0,33.0,1.152,0.1478
25.05,92.65,347.0,18.1,33.0,33.1,0.5461,0.8377,33.0,34.0,33.0,1.151,0.2699
25.05,92.66,686.0,10.9,33.0,3.6,0.0628,0.998,33.0,34.1,33.0,1.151,0.1643
25.05,92.67,624.0,5.7,33.0,165.0,0.2588,-0.9659,33.0,34.1,32.9,1.15,0.0864
25.05,92.68,547.0,7.6,32.9,266.1,-0.9977,-0.068,32.9,34.2,32.9,1.149,0.1151
25.05,92.69,611.0,4.5,32.9,29.6,0.4939,0.8695,32.9,34.2,32.9,1.148,0.0683
25.05,92.7,646.0,11.1,32.9,96.3,0.994,-0.1097,32.9,34.2,32.9,1.148,0.1677
25.05,92.71,580.0,13.2,32.8,72.1,0.9516,0.3074,32.8,34.3,32.9,1.147,0.1991
25.05,92.72,750.0,11.2,32.8,114.7,0.9085,-0.4179,32.8,34.3,32.9,1.147,0.1693
25.05,92.73,461.0,17.7,32.7,112.7,0.9225,-0.3859,32.7,34.3,32.9,1.146,0.2653
25.05,92.74,573.0,15.3,32.6,26.0,0.4384,0.8988,32.6,34.3,33.0,1.146,0.2303
25.05,92.75,814.0,12.1,32.5,59.2,0.859,0.512,32.5,34.3,33.1,1.147,0.1828
25.05,92.76,731.0,12.6,32.4,178.1,0.0332,-0.9995,32.4,34.3,33.3,1.147,0.1902
25.05,92.77,492.0,16.1,32.2,195.8,-0.2723,-0.9622,32.2,34.4,33.4,1.148,0.2416
25.05,92.78,331.0,22.0,32.0,236.5,-0.8339,-0.5519,32.0,34.4,33.6,1.149,0.326
25.05,92.79,172.0,10.6,31.9,202.3,-0.3795,-0.9252,31.9,34.4,33.7,1.15,0.16
25.05,92.8,83.0,12.3,31.9,67.0,0.9205,0.3907,31.9,34.4,33.7,1.15,0.1852
25.05,92.81,294.0,21.7,31.8,12.4,0.2147,0.9767,31.8,34.3,33.8,1.15,0.3215
25.05,92.82,642.0,16.6,31.7,7.5,0.1305,0.9914,31.7,34.1,34.1,1.15,0.2484
25.05,92.83,718.0,7.5,31.6,293.6,-0.9164,0.4003,31.6,33.9,34.5,1.15,0.1135
25.05,92.84,718.0,2.5,31.4,105.4,0.9641,-0.2656,31.4,33.7,34.8,1.15,0.0379
25.05,92.85,713.0,5.6,31.4,266.7,-0.9983,-0.0576,31.4,33.7,34.9,1.15,0.0849
25.05,92.86,710.0,20.8,31.5,292.9,-0.9212,0.3891,31.5,33.6,34.9,1.15,0.3088
25.05,92.87,925.0,23.0,31.6,288.0,-0.9511,0.309,31.6,33.6,34.8,1.151,0.3395
25.05,92.88,898.0,17.5,31.8,212.0,-0.5299,-0.848,31.8,33.6,34.6,1.151,0.2613
25.05,92.89,541.0,23.3,31.9,228.6,-0.7501,-0.6613,31.9,33.5,34.5,1.152,0.3434
25.05,92.9,489.0,23.6,32.1,258.0,-0.9781,-0.2079,32.1,33.4,34.4,1.153,0.3472
25.05,92.91,411.0,14.7,32.3,302.1,-0.8471,0.5314,32.3,33.4,34.4,1.154,0.2199
25.05,92.92,689.0,22.4,32.4,288.0,-0.9511,0.309,32.4,33.3,34.3,1.155,0.3299
25.05,92.93,594.0,17.9,32.6,255.3,-0.9673,-0.2538,32.6,33.1,34.3,1.156,0.2659
25.05,92.94,571.0,17.1,32.7,310.3,-0.7627,0.6468,32.7,33.0,34.2,1.157,0.2541
25.05,92.95,880.0,9.2,32.9,263.4,-0.9934,-0.1149,32.9,32.9,34.2,1.158,0.1381
25.05,92.96,544.0,27.4,33.0,235.5,-0.8241,-0.5664,33.0,32.8,34.2,1.16,0.3967
