latitude,longitude,elevation,slope,clay_percentage
25.01,92.81,721.0,14.54321520062608,28.0
25.01,92.815,768.0,15.52789294984244,28.0
25.01,92.82,721.0,23.79851256035922,28.0
25.01,92.825,745.0,8.45570253780166,28.0
25.01,92.83,761.0,8.678829373950299,28.0
25.01,92.835,643.0,26.194185490754055,28.0
25.01,92.84,429.0,30.939162847620818,28.0
25.01,92.845,421.0,21.61506814734454,28.0
25.01,92.85,431.0,34.80972011984915,28.0
25.01,92.855,268.0,10.21937711459359,28.0
25.01,92.86,250.0,16.708002222639085,28.0
25.01,92.865,135.0,15.56612306257827,28.0
25.01,92.87,152.0,28.471414080238404,28.0
25.01,92.875,276.0,11.754735170671625,28.0
25.01,92.88,245.0,7.40691212849523,28.0
25.01,92.885,228.0,15.867981092283754,28.0
25.01,92.89,218.0,5.3893224751224,28.0
25.01,92.895,186.0,19.6644186882119,28.0
25.01,92.9,220.0,11.648634944412732,28.0
25.01,92.905,178.0,19.40625475131371,28.0
25.01,92.91,321.0,13.674945403795036,28.0
25.01,92.915,177.0,29.225443358679705,28.0
25.01,92.92,95.0,2.361028198348736,28.0
25.01,92.925,140.0,7.599333100622036,28.0
25.01,92.93,223.0,16.208558038649098,28.0
25.01,92.935,268.0,24.645789209301867,28.0
25.01,92.94,247.0,12.964588174052748,28.0
25.01,92.945,364.0,21.048602883337185,28.0
25.01,92.95,518.0,27.758186382561853,28.0
25.01,92.955,519.0,39.70084567364605,28.0
25.01,92.96,762.0,25.64100582430528,28.0
25.01,92.965,634.0,14.470575684643377,28.0
25.01,92.97,701.0,21.727142230503578,28.0
25.01,92.975,626.0,12.079616644827674,28.0
25.01,92.98,688.0,31.792236195562015,28.0
25.01,92.985,541.0,32.26292986283742,28.0
25.01,92.99,525.0,16.531754412834047,28.0
25.01,92.995,672.0,43.087089664738635,28.0
25.015,92.5,37.0,3.4808773532462083,28.0
25.015,92.505,51.0,5.624839675183298,28.0
25.015,92.51,41.0,4.9166653832101535,28.0
25.015,92.515,41.0,0.5729386976834859,28.0
25.015,92.52,95.0,16.70800222263908,28.0
25.015,92.525,79.0,2.0649342141827822,28.0
25.015,92.53,73.0,2.0649342141827822,28.0
25.015,92.535,81.0,3.663718325999619,28.0
25.015,92.54,143.0,15.793169048263966,28.0
25.015,92.545,139.0,12.84579372031137,28.0
25.015,92.55,172.0,22.347372412787248,28.0
25.015,92.555,130.0,0.8102306720437776,28.0
25.015,92.56,162.0,24.24890789301412,28.0
25.015,92.565,137.0,23.35182128069875,28.0
25.015,92.57,137.0,19.047414462750012,28.0
25.015,92.575,40.0,5.878250113590978,28.0
25.015,92.58,75.0,8.54942232101196,28.0
25.015,92.585,132.0,14.164976627383547,28.0
25.015,92.59,169.0,20.050350541222016,28.0
25.015,92.595,151.0,4.7140651095854516,28.0
25.015,92.6,154.0,9.245973666550688,28.0
25.015,92.605,163.0,10.21937711459359,28.0
25.015,92.61,153.0,15.56612306257827,28.0
25.015,92.615,115.0,8.14812945516323,28.0
25.015,92.62,90.0,2.560638973149915,28.0
25.015,92.625,40.0,4.004172940709388,28.0
25.015,92.63,42.0,3.3371107053581257,28.0
25.015,92.635,68.0,18.29417015928986,28.0
25.015,92.64,207.0,24.333280202025342,28.0
25.015,92.645,306.0,24.317494136848023,28.0
25.015,92.65,407.0,5.7388854270937575,28.0
25.015,92.655,248.0,12.665224630685922,28.0
25.015,92.66,163.0,12.206865139615095,28.0
25.015,92.665,247.0,19.6002996778214,28.0
25.015,92.67,245.0,28.241221948090235,28.0
25.015,92.675,226.0,15.119460665411577,28.0
25.015,92.68,232.0,12.857729366676711,28.0
25.015,92.685,205.0,28.548791225633753,28.0
25.015,92.69,178.0,22.58402266548946,28.0
25.015,92.695,148.0,6.504634281949114,28.0
25.015,92.7,84.0,9.36515852576206,28.0
25.015,92.705,108.0,18.16075212819556,28.0
25.015,92.71,182.0,15.651730558256704,28.0
25.015,92.715,192.0,22.625071558890102,28.0
25.015,92.72,222.0,22.770805185264212,28.0
25.015,92.725,149.0,17.849848259878947,28.0
25.015,92.73,285.0,31.550060531730136,28.0
25.015,92.735,174.0,22.14940249347011,28.0
25.015,92.74,116.0,20.5945073782813,28.0
25.015,92.745,106.0,10.816005503945128,28.0
25.015,92.75,55.0,2.862405226111748,28.0
25.015,92.755,58.0,9.664408742578416,28.0
25.015,92.76,68.0,7.9293646872281585,28.0
25.015,92.765,84.0,6.504634281949115,28.0
25.015,92.77,108.0,20.413046273156507,28.0
25.015,92.775,238.0,29.28383890901281,28.0
25.015,92.78,249.0,8.605135268574712,28.0
25.015,92.785,299.0,16.253917058152773,28.0
25.015,92.79,330.0,3.0824947102675178,28.0
25.015,92.795,457.0,16.734242254624238,28.0
25.015,92.8,530.0,18.641439944547074,28.0
25.015,92.805,696.0,32.31153323742385,28.0
25.015,92.81,846.0,25.208434105904036,28.0
25.015,92.815,925.0,21.856877087002452,28.0
25.015,92.82,924.0,16.253917058152773,28.0
25.015,92.825,800.0,9.177123708952482,28.0
25.015,92.83,645.0,20.473776079507815,28.0
25.015,92.835,515.0,15.06995574963759,28.0
25.015,92.84,706.0,41.73360562615106,28.0
25.015,92.845,470.0,13.17534790222412,28.0
25.015,92.85,367.0,12.370093432433936,28.0
25.015,92.855,304.0,18.10544934292749,28.0
25.015,92.86,190.0,23.890693491223985,28.0
25.015,92.865,158.0,29.37684488800065,28.0
25.015,92.87,87.0,13.507014370466038,28.0
25.015,92.875,150.0,18.883387503340305,28.0
25.015,92.88,297.0,27.42230999924108,28.0
25.015,92.885,362.0,16.531754412834047,28.0
25.015,92.89,329.0,17.523671614749585,28.0
25.015,92.895,243.0,18.541977963997237,28.0
25.015,92.9,217.0,18.29417015928986,28.0
25.015,92.905,192.0,12.156145050965591,28.0
25.015,92.91,170.0,20.62787340377509,28.0
25.015,92.915,193.0,22.625071558890102,28.0
25.015,92.92,104.0,8.54942232101196,28.0
25.015,92.925,126.0,10.537203406802927,28.0
25.015,92.93,123.0,12.370093432433936,28.0
25.015,92.935,189.0,19.980921176079207,28.0
25.015,92.94,270.0,25.23332354577616,28.0
25.015,92.945,257.0,11.63529670109765,28.0
25.015,92.95,400.0,25.253207609369632,28.0
25.015,92.955,553.0,19.28275254686276,28.0
25.015,92.96,536.0,38.364457296802634,28.0
25.015,92.965,495.0,9.761969244030082,28.0
25.015,92.97,594.0,40.09809531613678,28.0
25.015,92.975,786.0,13.59687524180116,28.0
25.015,92.98,749.0,21.30578361782877,28.0
25.015,92.985,745.0,32.799259833398104,28.0
25.015,92.99,712.0,21.50846786453591,28.0
25.015,92.995,706.0,13.59687524180116,28.0
25.02,92.5,90.0,8.678829373950299,28.0
25.02,92.505,83.0,10.816005503945128,28.0
25.02,92.51,73.0,11.323696238973891,28.0
25.02,92.515,34.0,3.3371107053581257,28.0
25.02,92.52,76.0,4.9166653832101535,28.0
25.02,92.525,108.0,11.433146958125782,28.0
25.02,92.53,182.0,25.088429470674225,28.0
25.02,92.535,195.0,31.868854766004784,28.0
25.02,92.54,363.0,19.37728868834163,28.0
25.02,92.545,284.0,32.12934439831926,28.0
25.02,92.55,419.0,19.02515576249955,28.0
25.02,92.555,327.0,23.79851256035922,28.0
25.02,92.56,314.0,31.38319105635903,28.0
25.02,92.565,337.0,16.61135092907738,28.0
25.02,92.57,210.0,12.419832137022013,28.0
25.02,92.575,84.0,24.81511885948649,28.0
25.02,92.58,168.0,30.55500574135593,28.0
25.02,92.585,244.0,29.98759044568813,28.0
25.02,92.59,317.0,26.981412563625305,28.0
25.02,92.595,300.0,33.342971771899464,28.0
25.02,92.6,337.0,22.31753787766195,28.0
25.02,92.605,365.0,26.27370152161616,28.0
25.02,92.61,335.0,31.898739337413737,28.0
25.02,92.615,290.0,25.679765260676543,28.0
25.02,92.62,217.0,25.416327338260817,28.0
25.02,92.625,65.0,20.654513358814864,28.0
25.02,92.63,174.0,17.299107615709833,28.0
25.02,92.635,105.0,19.69992069421517,28.0
25.02,92.64,110.0,11.309932474020217,28.0
25.02,92.645,277.0,26.665582493525097,28.0
25.02,92.65,423.0,9.794256737807247,28.0
25.02,92.655,253.0,11.309932474020217,28.0
25.02,92.66,234.0,24.604470324180955,28.0
25.02,92.665,173.0,20.188249292660988,28.0
25.02,92.67,379.0,19.82702865340817,28.0
25.02,92.675,344.0,36.27471169856689,28.0
25.02,92.68,238.0,22.531087197569885,28.0
25.02,92.685,109.0,14.799223392695009,28.0
25.02,92.69,215.0,21.583791547916466,28.0
25.02,92.695,205.0,21.41379223247083,28.0
25.02,92.7,208.0,10.44746989776266,28.0
25.02,92.705,117.0,13.518284623129588,28.0
25.02,92.71,222.0,25.572953701284636,28.0
25.02,92.715,310.0,13.949652246979396,28.0
25.02,92.72,365.0,10.772508814602732,28.0
25.02,92.725,329.0,18.317585387347243,28.0
25.02,92.73,370.0,14.707665761328611,28.0
25.02,92.735,369.0,15.960899862035443,28.0
25.02,92.74,247.0,23.03548032843362,28.0
25.02,92.745,148.0,15.499145989287891,28.0
25.02,92.75,107.0,20.911829865312622,28.0
25.02,92.755,95.0,9.92227370227362,28.0
25.02,92.76,136.0,34.85133190573927,28.0
25.02,92.765,51.0,18.270716432784337,28.0
25.02,92.77,52.0,10.743403801775962,28.0
25.02,92.775,186.0,23.35182128069875,28.0
25.02,92.78,420.0,23.001208325803734,28.0
25.02,92.785,507.0,11.976725812374069,28.0
25.02,92.79,549.0,17.432620785390803,28.0
25.02,92.795,511.0,19.047414462750012,28.0
25.02,92.8,608.0,28.682327259935295,28.0
25.02,92.805,784.0,13.873369436070131,28.0
25.02,92.81,905.0,17.777117627472432,28.0
25.02,92.815,1049.0,19.6644186882119,28.0
25.02,92.82,1002.0,22.058578238434865,28.0
25.02,92.825,707.0,22.02818529494819,28.0
25.02,92.83,668.0,15.217895698464046,28.0
25.02,92.835,720.0,17.01102858617966,28.0
25.02,92.84,645.0,23.83653389078596,28.0
25.02,92.845,547.0,31.978167796689497,28.0
25.02,92.85,404.0,1.280959113423653,28.0
25.02,92.855,343.0,12.845793720311368,28.0
25.02,92.86,317.0,10.417371405393052,28.0
25.02,92.865,202.0,18.78558400320078,28.0
25.02,92.87,167.0,1.1457628381751035,28.0
25.02,92.875,171.0,24.014568349585662,28.0
25.02,92.88,211.0,10.581758987862388,28.0
25.02,92.885,353.0,16.9509599686148,28.0
25.02,92.89,433.0,13.774570975668132,28.0
25.02,92.895,364.0,24.855902210900258,28.0
25.02,92.9,402.0,17.432620785390803,28.0
25.02,92.905,359.0,11.309932474020217,28.0
25.02,92.91,205.0,22.38309884692005,28.0
25.02,92.915,137.0,25.64585580838865,28.0
25.02,92.92,210.0,26.34354279039121,28.0
25.02,92.925,124.0,18.80821273217334,28.0
25.02,92.93,135.0,4.883493424700951,28.0
25.02,92.935,119.0,9.9063692721155,28.0
25.02,92.94,203.0,5.7388854270937575,28.0
25.02,92.945,236.0,5.1742413701299474,28.0
25.02,92.95,283.0,13.14048922592315,28.0
25.02,92.955,351.0,20.89873960454897,28.0
25.02,92.96,463.0,27.110495720066897,28.0
25.02,92.965,566.0,25.76182373138194,28.0
25.02,92.97,525.0,21.30578361782877,28.0
25.02,92.975,615.0,20.473776079507815,28.0
25.02,92.98,860.0,32.11625350565669,28.0
25.02,92.985,979.0,22.20364391367852,28.0
25.02,92.99,911.0,21.363059243617435,28.0
25.02,92.995,777.0,11.648634944412732,28.0
25.025,92.5,158.0,6.889675180467723,28.0
25.025,92.505,163.0,19.1434780917466,28.0
25.025,92.51,164.0,17.248706122708775,28.0
25.025,92.515,120.0,28.261905876437847,28.0
25.025,92.52,63.0,24.396269761643275,28.0
25.025,92.525,242.0,30.694761034860772,28.0
25.025,92.53,226.0,30.72684518753863,28.0
25.025,92.535,256.0,30.348599559475677,28.0
25.025,92.54,314.0,13.14048922592315,28.0
25.025,92.545,445.0,18.255059151203536,28.0
25.025,92.55,547.0,12.604382648379184,28.0
25.025,92.555,410.0,28.037134838050477,28.0
25.025,92.56,534.0,20.001783914715947,28.0
25.025,92.565,412.0,19.69992069421517,28.0
25.025,92.57,329.0,27.21215532549541,28.0
25.025,92.575,193.0,17.695861429122893,28.0
25.025,92.58,269.0,6.379370208442803,28.0
25.025,92.585,409.0,19.485618658513864,28.0
25.025,92.59,334.0,9.398914043719726,28.0
25.025,92.595,484.0,21.881465773865425,28.0
25.025,92.6,533.0,38.01121597755541,28.0
25.025,92.605,609.0,15.0600315288688,28.0
25.025,92.61,428.0,13.093845922704302,28.0
25.025,92.615,376.0,23.66746136058434,28.0
25.025,92.62,212.0,28.0245572684822,28.0
25.025,92.625,74.0,19.973960441220324,28.0
25.025,92.63,328.0,23.771298897938955,28.0
25.025,92.635,350.0,23.357413214316196,28.0
25.025,92.64,193.0,20.358857925542072,28.0
25.025,92.645,275.0,27.902476725957808,28.0
25.025,92.65,417.0,17.16429219963367,28.0
25.025,92.655,370.0,14.207585688982292,28.0
25.025,92.66,220.0,19.40625475131371,28.0
25.025,92.665,201.0,19.121365623378026,28.0
25.025,92.67,295.0,7.662350300486558,28.0
25.025,92.675,437.0,29.26439663486011,28.0
25.025,92.68,417.0,16.253917058152773,28.0
25.025,92.685,185.0,30.57298923715231,28.0
25.025,92.69,323.0,28.422356771016563,28.0
25.025,92.695,423.0,31.54667183585484,28.0
25.025,92.7,377.0,24.014568349585662,28.0
25.025,92.705,307.0,23.273326481355983,28.0
25.025,92.71,243.0,18.80821273217334,28.0
25.025,92.715,254.0,10.98810564233957,28.0
25.025,92.72,356.0,7.599333100622036,28.0
25.025,92.725,430.0,20.654513358814864,28.0
25.025,92.73,331.0,23.68390180028396,28.0
25.025,92.735,251.0,19.721181132323412,28.0
25.025,92.74,172.0,9.398914043719726,28.0
25.025,92.745,228.0,10.537203406802927,28.0
25.025,92.75,212.0,21.633803725523855,28.0
25.025,92.755,179.0,11.91191379484262,28.0
25.025,92.76,319.0,15.537461076489713,28.0
25.025,92.765,193.0,25.05828878940444,28.0
25.025,92.77,69.0,2.0649342141827822,28.0
25.025,92.775,279.0,19.6002996778214,28.0
25.025,92.78,423.0,28.32792072776704,28.0
25.025,92.785,383.0,16.46060440228172,28.0
25.025,92.79,494.0,21.11975962495444,28.0
25.025,92.795,615.0,21.464358373859103,28.0
25.025,92.8,808.0,9.648045316098155,28.0
25.025,92.805,683.0,30.57298923715231,28.0
25.025,92.81,745.0,25.411408337849295,28.0
25.025,92.815,824.0,21.106846658709145,28.0
25.025,92.82,994.0,18.883387503340305,28.0
25.025,92.825,810.0,29.388433936169168,28.0
25.025,92.83,813.0,19.643076549430887,28.0
25.025,92.835,739.0,22.19762640166049,28.0
25.025,92.84,469.0,24.142814615048746,28.0
25.025,92.845,461.0,26.661026251394187,28.0
25.025,92.85,479.0,38.32881810145589,28.0
25.025,92.855,288.0,33.18112669516803,28.0
25.025,92.86,200.0,8.984876931685683,28.0
25.025,92.865,177.0,12.456989292435246,28.0
25.025,92.87,146.0,30.59813331847374,28.0
25.025,92.875,177.0,19.91815725240767,28.0
25.025,92.88,298.0,15.765003824114848,28.0
25.025,92.885,314.0,15.119460665411571,28.0
25.025,92.89,256.0,6.302976451652821,28.0
25.025,92.895,279.0,18.38760160290751,28.0
